"","logFC","AveExpr","t","P.Value","adj.P.Val","B","xiao","protein","q","qiao","-log10p","regulated_xiao","regulated_qiao","regulated_q"
"PSMD13",0.152889307537876,13.8999520315902,2.29346332325168,0.0307005172883826,0.342470659283231,-3.65192934145219,0.587084686803502,"PSMD13",0.290199932058585,0.999999955750193,1.51285430681606,"","",""
"RPL27",0.152779503875363,13.1393572404211,1.47969634351057,0.151717190118943,0.569849716918929,-4.93506141532809,0.74968513852039,"RPL27",0.482874502240823,0.999999955750193,0.818965209253838,"","",""
"PSMD2",0.152596330442698,13.5342699214623,2.15858420651572,0.0409006370012956,0.373967289269808,-3.89129464341018,0.613981242397319,"PSMD2",0.316889283786727,0.999999955750193,1.38826992808084,"","",""
"GMFB",0.152573416342356,10.5382138861886,1.09203259486703,0.29153980595186,0.699244541372611,-5.14624571419361,0.828566029803014,"GMFB",0.592520009811549,0.999999955750193,0.535302139618536,"","",""
"ECHDC3",0.152565335948639,14.1361331586305,0.617890239716642,0.542598768300537,0.853984275175464,-5.747435820409,0.910941881063672,"ECHDC3",0.723642075364072,0.999999955750193,0.265521196421985,"","",""
"MFN1",0.152522325346713,10.4184716780386,0.953441391692888,0.350085855566525,0.737414887257149,-5.49526990797766,0.852072295189579,"MFN1",0.624864479278011,0.999999955750193,0.455825435574585,"","",""
"NDUFB9",0.152464425803034,15.9434093309034,1.57734395020718,0.127560597988732,0.543295698194895,-4.80351313473536,0.730556125867159,"NDUFB9",0.460373379237395,0.999999955750193,0.894283453504042,"","",""
"MTIF2",0.152408219859822,11.7328777344186,0.867332600738555,0.394543260047649,0.771091694756161,-5.57218200528825,0.867843672564021,"MTIF2",0.653401251650329,0.999999955750193,0.403905371237954,"","",""
"NEDD8",0.151667162553908,12.7698877850924,1.20050130239384,0.241440208488526,0.656478873836634,-5.27188456279957,0.806106611017354,"NEDD8",0.556281594995649,0.999999955750193,0.617190402546214,"","",""
"HNRNPU",0.151651075278517,13.3040453791157,1.51721824186354,0.142028407539954,0.56006316130625,-4.88532248455679,0.743801055516552,"HNRNPU",0.474581652337036,0.999999955750193,0.847624782349623,"","",""
"CTTN",0.151333268857009,10.6503378133373,1.35472996657674,0.187883027266802,0.60813097100675,-5.09321749204898,0.776452744276127,"CTTN",0.515312952175933,0.999999955750193,0.72611245085905,"","",""
"CS",0.150918227831074,18.3632213295487,1.72865958144321,0.0964722564064598,0.504349839843299,-4.5865295892808,0.702631822872035,"CS",0.427371762482106,0.999999955750193,1.01559756356743,"","",""
"EIF4A1",0.150568806935141,13.2403200828666,1.01068023585373,0.322061574380121,0.721473848367507,-5.46540231218421,0.843161851772909,"EIF4A1",0.611356494645403,0.999999955750193,0.492061088375508,"","",""
"HMBS",0.150561064933335,11.2954244446042,1.06326662598219,0.298044033990834,0.706934944928399,-5.41479314567068,0.833387730164742,"HMBS",0.599036639861154,0.999999955750193,0.525719567110101,"","",""
"EEF1A1",0.150461876229414,14.8753346419351,1.43439747501589,0.164118793328651,0.577432666233526,-4.99373783374266,0.761923287437009,"EEF1A1",0.489300078611381,0.999999955750193,0.784841684811601,"","",""
"NDUFS3",0.150005528655317,17.0243515423146,1.41288812150482,0.170285217939089,0.584070487747582,-5.02106689922722,0.766782675315447,"NDUFS3",0.494924780465922,0.999999955750193,0.768823050487894,"","",""
"NPM1",0.149574299689107,14.1264267456159,1.72145632200852,0.0977914068226197,0.506506205914071,-4.59720864298109,0.706276788210079,"NPM1",0.429199005985363,0.999999955750193,1.00969930608645,"","",""
"CISD2",0.1494235964499,13.6271686365007,0.380838584037547,0.706749200475205,0.928694315311271,-5.85714215709103,0.949460021654413,"CISD2",0.786949246310867,0.999999955750193,0.150734674142869,"","",""
"PHPT1",0.149411461993594,15.7162857310471,1.82477579639073,0.0802707430006584,0.48071489751643,-4.44081029754495,0.686006612760629,"PHPT1",0.407344182099538,0.999999955750193,1.09544271709558,"","",""
"SYNCRIP",0.149018490686341,13.9807659019579,1.6040689736345,0.121532135392617,0.537625209109712,-4.76633091324178,0.730469443433221,"SYNCRIP",0.455568367471707,0.999999955750193,0.915308871214804,"","",""
"LHPP",0.1486171593957,10.8775602098439,1.10140914767127,0.282916461586448,0.695107640904474,-5.31301518264552,0.828909280317161,"LHPP",0.589014517582524,0.999999955750193,0.548341782241966,"","",""
"NDUFA6",0.148613659991128,14.8764258947163,1.53104097233118,0.138588791277298,0.557936257445073,-4.86674286002123,0.745502446002399,"NDUFA6",0.472779374275317,0.999999955750193,0.858271892980089,"","",""
"RPLP2",0.148605128803199,15.2158089267815,1.71483422517756,0.099017600086599,0.51129411843278,-4.60699588143711,0.709182011706887,"RPLP2",0.433256147378264,0.999999955750193,1.00428760397684,"","",""
"CHCHD7",0.148458991525784,12.5639870716555,0.493810730008253,0.625844215473592,0.88994489481163,-5.83310058111528,0.932789360048048,"CHCHD7",0.75411408542485,0.999999955750193,0.203533757492388,"","",""
"GPHN",0.148451905754909,12.1456960875232,1.42358897375286,0.167194748796551,0.580430621275573,-5.00751390433655,0.766806736468096,"GPHN",0.491840460760724,0.999999955750193,0.776777366876037,"","",""
"CA2",0.148182904242077,17.9996721014497,1.46797787612335,0.154850452529654,0.569849716918929,-4.95038533039812,0.758505751814102,"CA2",0.482874502240823,0.999999955750193,0.810087521138036,"","",""
"LYPLA1",0.148127423133095,13.740343071128,1.2104610039252,0.237667247705511,0.656478873836634,-5.26091513526898,0.808283932814924,"LYPLA1",0.556281594995649,0.999999955750193,0.6240306631217,"","",""
"LAMTOR5",0.148109053406532,13.7246983211742,1.37474481625261,0.18167223367798,0.599171622509915,-5.06867652093394,0.776772656110993,"LAMTOR5",0.507721054141479,0.999999955750193,0.740711444083843,"","",""
"ACSF3",0.148010182124175,11.7619653688562,1.01501632409222,0.323214360316414,0.721473848367507,-5.32989923500137,0.846056997006107,"ACSF3",0.611356494645403,0.999999955750193,0.490509351896122,"","",""
"NDUFAF4",0.147947397224495,11.7806579212125,1.04790846782777,0.304923592546139,0.710980401052717,-5.42981504382239,0.838855980492514,"NDUFAF4",0.602464644744492,0.999999955750193,0.515808972104902,"","",""
"COA6",0.147338016780067,11.7198218586452,1.60220392500837,0.121945024655292,0.538095488432798,-4.76894190694483,0.733427565631617,"COA6",0.455966868843748,0.999999955750193,0.913835914159853,"","",""
"BLVRB",0.147265818700404,15.684454890481,1.31210148358123,0.201664451237809,0.620653380065791,-5.14446178886993,0.789942848630838,"BLVRB",0.525924086764073,0.999999955750193,0.695370651077836,"","",""
"MRPL46",0.147151695652974,11.7730980197903,1.77718750215528,0.0879737766091318,0.488535227552838,-4.51370100217875,0.699293978600276,"MRPL46",0.413970908167083,0.999999955750193,1.05564676388575,"","",""
"ATP5F1C",0.147089327795278,17.7335520112195,1.20793085355795,0.238621510499876,0.656478873836634,-5.26370935009945,0.809967740291653,"ATP5F1C",0.556281594995649,0.999999955750193,0.622290409490803,"","",""
"FILIP1",0.146880934562725,11.5104958606509,1.23238305651758,0.229518827030755,0.650492154398123,-5.23649042643559,0.805594322568369,"FILIP1",0.551208618589595,0.999999955750193,0.639181684243463,"","",""
"CHP1",0.146652402699734,12.3810759602347,1.2076807188843,0.238716006221521,0.656478873836634,-5.2639853113133,0.810522047919933,"CHP1",0.556281594995649,0.999999955750193,0.62211846000193,"","",""
"RWDD1",0.146524135842121,12.1614671958018,1.69920325180158,0.101963700617804,0.513022463711346,-4.6299826024203,0.715670880468658,"RWDD1",0.434720698191064,0.999999955750193,0.991554410857469,"","",""
"RPS11",0.146443201229127,12.7893659962743,0.910574173990322,0.371404589028372,0.756786101612164,-5.55521799690962,0.864981973146059,"RPS11",0.641279097398825,0.999999955750193,0.430152734475112,"","",""
"NES",0.145894183832644,12.3932461790358,0.647917079459902,0.523073246308434,0.847541396169073,-5.74883302313458,0.9097873768229,"NES",0.718182562266425,0.999999955750193,0.28143749231772,"","",""
"STX7",0.145805329319026,9.37739968509459,0.781377722783868,0.443526563245981,0.794363545277113,-5.5620307296069,0.888216836513114,"STX7",0.673121158325524,0.999999955750193,0.353080364725863,"","",""
"NRP1",0.145798158239074,9.34795896195235,0.598174279148096,0.560435816189651,0.861949186408215,-5.3586560621873,0.919042376251597,"NRP1",0.730391315440388,0.999999955750193,0.251474117718022,"","",""
"GIT2",0.14571624264946,11.2199374583457,1.30144305298407,0.20690291843813,0.624624898881042,-5.0965050874862,0.794869956314888,"GIT2",0.529289439266876,0.999999955750193,0.684233383415287,"","",""
"GCDH",0.145397153535914,12.804531546912,1.03168412312412,0.312311921066842,0.714885140318444,-5.44546841164899,0.844334656213073,"GCDH",0.605773410149365,0.999999955750193,0.505411438265038,"","",""
"LMOD2",0.145371610654406,11.9112044124837,1.33688883465445,0.193558497592532,0.615400273076587,-5.11483491679978,0.787630902046228,"LMOD2",0.521472752759128,0.999999955750193,0.713187757558482,"","",""
"JPH2",0.145205416606963,13.5944039870918,1.51537196345888,0.142493059861538,0.56006316130625,-4.88779373695584,0.753574620467051,"JPH2",0.474581652337036,0.999999955750193,0.846206287495729,"","",""
"CSNK1A1",0.145028413149115,11.0449814357721,0.831762774337645,0.413588109329643,0.782815853161824,-5.61979076437956,0.879815222650474,"CSNK1A1",0.66333597125489,0.999999955750193,0.383431955713811,"","",""
"RPS3",0.145024978806465,13.6182004309533,1.29257706002898,0.208232500777097,0.626661959885792,-5.16746253907398,0.796475667966201,"RPS3",0.531015587037943,0.999999955750193,0.68145148516856,"","",""
"NDRG2",0.144894414440714,16.2124310930707,1.17202092396836,0.252476018028324,0.665810969414577,-5.30281067033671,0.819190743020087,"NDRG2",0.564189348344071,0.999999955750193,0.597779867971478,"","",""
"SPTA1",0.144593955094484,13.3594564751791,0.467121984319288,0.644546269584357,0.900065472539776,-5.84543686248523,0.938467626602558,"SPTA1",0.762689976204073,0.999999955750193,0.190745900802603,"","",""
"CALM1",0.144566014469424,15.4625400938003,1.08319839183672,0.289281014866286,0.699209730634263,-5.39500300500672,0.835843885051265,"CALM1",0.592490512178308,0.999999955750193,0.538680067594199,"","",""
"HTATSF1",0.144446700893649,11.2125416677312,0.685582645455409,0.499990666728069,0.834092506784594,-5.67504281183741,0.904723850141503,"HTATSF1",0.706786354504255,0.999999955750193,0.30103810251664,"","",""
"LAMTOR3",0.144199445046766,12.1504579140372,1.34729791998989,0.190751513847218,0.610684846103461,-5.08151804322138,0.787487890025775,"LAMTOR3",0.517477033563527,0.999999955750193,0.719532006700032,"","",""
"MSRB2",0.144128038887624,12.5299678087515,1.45534272816768,0.158287076464304,0.571835553746472,-4.96679505206429,0.766686195742563,"MSRB2",0.484557244095669,0.999999955750193,0.800554542177176,"","",""
"RPL7A",0.143999863787652,12.6137681023582,1.14582839637419,0.262950992516916,0.672264553247049,-5.33067092799703,0.825015394283519,"RPL7A",0.569657932407995,0.999999955750193,0.580125185589044,"","",""
"TPM4",0.14395662963037,12.6255961758088,1.20413284981169,0.240059339427922,0.656478873836634,-5.26789408470707,0.814315600830364,"TPM4",0.556281594995649,0.999999955750193,0.619681393285277,"","",""
"BPNT1",0.143833919366044,11.5597284241318,1.32550877213072,0.197247918460773,0.618230102511877,-5.12849581186645,0.791769693961338,"BPNT1",0.523870670033493,0.999999955750193,0.704987571164271,"","",""
"LDHD",0.143818468100257,12.9014402743466,0.993656452663144,0.330117052415554,0.725658602617159,-5.48128366667958,0.852659358658401,"LDHD",0.614902536812847,0.999999955750193,0.481332041320401,"","",""
"MRI1",0.143342568569528,11.7497864808242,0.934264069849714,0.361613799695587,0.751225194591919,-5.3782424647775,0.864326250066423,"MRI1",0.636566942369729,0.999999955750193,0.44175500458691,"","",""
"ISOC2",0.143266191221242,13.9787362994873,1.6128222975964,0.119609787304697,0.536383620524788,-4.75404434768874,0.737692130054695,"ISOC2",0.454516280487836,0.999999955750193,0.92223328189851,"","",""
"CAV2",0.143247454430718,12.0612832320835,1.25980282288337,0.219626323587212,0.641664696524058,-5.20540143197827,0.804818526233426,"CAV2",0.543728480931481,0.999999955750193,0.658315608194929,"","",""
"THOC2",0.143197153512101,17.2650211328805,0.674325659705847,0.506426731442809,0.838766667394117,-5.73218491799912,0.907167789139557,"THOC2",0.710747105752708,0.999999955750193,0.295483378402028,"","",""
