"","protein","cor","p_value"
"FUS","FUS",-0.1956671591125,0.208585838461319
"MYH11","MYH11",-0.174790319437236,0.287206225292217
"GLRX","GLRX",0.00104084796899012,0.994649873792183
"PPM1A","PPM1A",-0.153900024195005,0.318557369037549
"KRT2","KRT2",0.240084056119793,0.116473696625565
"HMGCL","HMGCL",0.00987475001568064,0.949274805915419
"PSMC2","PSMC2",0.164220542746626,0.286781453675887
"GGT5","GGT5",-0.067645788372425,0.783194682145677
"ARL3","ARL3",0.0158384559658796,0.919704867650991
"MAP2K2","MAP2K2",0.0383448477061713,0.804815804020948
"ATP5F1C","ATP5F1C",0.0842239838656804,0.586742467711471
"ATP6V1E1","ATP6V1E1",0.326260168183961,0.0306650692001734
"CPOX","CPOX",0.0640964220865526,0.723059191633681
"RPL4","RPL4",0.122612600406376,0.427833547791138
"LONP1","LONP1",-0.128938794058319,0.40419581713702
"PGM1","PGM1",0.183994449375925,0.231858390843126
"GNL1","GNL1",0.200036940087907,0.228537507626433
"POLR2I","POLR2I",-0.299083580592916,0.129651012884492
"SERPINF1","SERPINF1",0.0414734037430654,0.789239236615449
"DLST","DLST",0.0650312364662663,0.67492785488301
"GMPR","GMPR",-0.0123174117241776,0.936750046534996
"GPX4","GPX4",-0.00705800992659554,0.963732475279994
"SRP14","SRP14",-0.0656173370888036,0.683565690672774
"NUP62","NUP62",0.184258597384298,0.236880156634327
"TAGLN2","TAGLN2",-0.211732563652643,0.167665661174716
"TALDO1","TALDO1",0.000358725637332205,0.998156080709304
"SNCA","SNCA",0.0234784294602111,0.88120476087217
"ETFB","ETFB",-0.0801770036988105,0.60490653239666
"RBMX","RBMX",0.0220909555026306,0.88955916670621
"ATP6V1A","ATP6V1A",0.173677323399847,0.259542153561976
"HSPA9","HSPA9",0.0331496934992522,0.8308445464429
"RPS19","RPS19",0.275979581545587,0.0732352753169953
"RPL3","RPL3",0.229627621789191,0.206135280333365
"COL15A1","COL15A1",0.149028844698863,0.334298055617935
"COL18A1","COL18A1",-0.025903787114954,0.867442761203433
"DDOST","DDOST",-0.117270317267573,0.448384649841996
"ANP32A","ANP32A",-0.0172510651873969,0.920454865591654
"CAPG","CAPG",0.0198484807930568,0.909894496600028
"CAP2","CAP2",0.0763518538343615,0.622294654637479
"CCT6A","CCT6A",0.26013154237423,0.0881309637287066
"RPL13A","RPL13A",0.214975596290115,0.171561689296338
"ARL1","ARL1",0.244713592956844,0.109384884673296
"STAT3","STAT3",-0.0529372995152469,0.736010897642944
"MDH1","MDH1",-0.0786179830785979,0.611968106897085
"MDH2","MDH2",0.142153514384318,0.357321745502131
"HADHA","HADHA",-0.168320750555682,0.274751180613684
"EIF2S3","EIF2S3",0.0130675146628814,0.932906776241345
"NAA10","NAA10",0.00292875020136689,0.984946504332934
"PPP1R2","PPP1R2",-0.206785192441411,0.178051468408549
"CSK","CSK",-0.046081213563735,0.798997652154319
"GARS1","GARS1",0.148946402702729,0.334568546667236
"IARS1","IARS1",0.0720464009500188,0.64211155258413
"EIF1","EIF1",-0.0245803599927838,0.87415925429561
"ACTR1B","ACTR1B",-0.0346259854896798,0.82553391020806
"ECI1","ECI1",-0.0632549478245645,0.683335629876477
"TMPO","TMPO",-0.17463498375243,0.268667852945675
"STAT1","STAT1",-0.00361809830343921,0.981403880561382
"AKR1C3","AKR1C3",-0.0480693725278884,0.756670480648904
"MTOR","MTOR",0.142662520852653,0.367439981134764
"CASP3","CASP3",0.229843393423241,0.153653584982724
"RPS27","RPS27",0.299635293536193,0.0481548651149581
"LRPPRC","LRPPRC",0.0559416589390832,0.718342410289287
"ACAA2","ACAA2",-0.109339724100608,0.479864347304969
"RPL35","RPL35",-0.0405746594674397,0.814245305827834
"PRCP","PRCP",0.26663638398274,0.187937250178424
"PAFAH1B1","PAFAH1B1",0.130527178377145,0.398381463423221
"MCAM","MCAM",0.125728560261158,0.549277691764027
"CRAT","CRAT",-0.056400430841324,0.716128665175392
"MATR3","MATR3",0.0535924008477073,0.72971384338397
"GPD2","GPD2",0.142089236527014,0.357541432009645
"SSR1","SSR1",0.00425415854731797,0.97840035069045
"RANBP1","RANBP1",-0.0256846544814443,0.868554252022214
"NAMPT","NAMPT",0.23298867243599,0.128005813866116
"AFM","AFM",-0.00302034828713737,0.985845072870267
"PSMC4","PSMC4",0.340440038659981,0.0237450707819107
"TSFM","TSFM",0.015779814965134,0.919023079007364
"TNNT3","TNNT3",0.105583987250159,0.495167486303075
"ASPA","ASPA",-0.146907547981753,0.341301215368652
"PPIC","PPIC",0.048929485030414,0.812374442561786
"VDAC2","VDAC2",0.0231522334109489,0.881416907777491
"ACADSB","ACADSB",-0.047234841600539,0.760769464053942
"USP5","USP5",-0.10897810385604,0.481326904299442
"MAP2K4","MAP2K4",0.250873783444139,0.10046801045656
"PHKA1","PHKA1",0.353296815721044,0.0186494222429658
"RANGAP1","RANGAP1",0.103006294756983,0.538288889780262
"CRK","CRK",-0.0320001063221845,0.838582113049937
"CRKL","CRKL",-0.160264744448976,0.298708020424613
"MTIF2","MTIF2",-0.024256887284305,0.888323881168022
"BAG6","BAG6",0.228948569615861,0.134943384048036
"NSF","NSF",0.362990960390829,0.0154467185282401
"CDKN1B","CDKN1B",0.152498263001809,0.328937328205294
"MAP2K3","MAP2K3",0.0919457173053254,0.552779316050741
"BRCC3","BRCC3",0.215381132125136,0.165419723172725
"RPL27A","RPL27A",0.214912983850317,0.161225019536512
"RPL5","RPL5",0.189996873201727,0.216717319648331
"RPL21","RPL21",0.0313464750721047,0.839922510181089
"RPL28","RPL28",0.385636508144953,0.00973129680761726
"RPS9","RPS9",0.115420460811402,0.45562466224352
"RPS5","RPS5",0.134916698580468,0.388361935956128
"RPS10","RPS10",0.272565073359487,0.0734530199839579
"GNPDA1","GNPDA1",-0.0553679608804411,0.721113924459266
"NEDD4","NEDD4",0.120527888244728,0.518373397435806
"YAP1","YAP1",0.398881073024037,0.0354994722855223
"UTRN","UTRN",0.040970332245265,0.804413718137225
"IQGAP1","IQGAP1",0.108554646097791,0.483042528220797
"GYG1","GYG1",0.364622175177097,0.0149565551734237
"CAPZA2","CAPZA2",-0.185804165057656,0.227219168176655
"CAPZB","CAPZB",-0.229905753336902,0.133274961867762
"QARS1","QARS1",0.113238950034622,0.464243550019057
"UQCRFS1","UQCRFS1",0.155441446023817,0.313675540614944
"ATP5PO","ATP5PO",0.0236791577506443,0.878737960334685
"LIMS1","LIMS1",0.0511368572941916,0.741661251286505
"PREP","PREP",0.198069358089569,0.197456163904424
"ME1","ME1",-0.032282496503159,0.835207647253783
"ARCN1","ARCN1",-0.19147438575354,0.21309799836545
"LSS","LSS",-0.100828705635689,0.514897704367755
"GCLC","GCLC",-0.122692605140511,0.496367826213468
"GCLM","GCLM",0.075660845066915,0.625457948731017
"KCNC1","KCNC1",-0.0398666830503367,0.797229106113547
"PSMD8","PSMD8",0.0478721632496064,0.757638527166679
"PRRC2A","PRRC2A",-0.102672554489001,0.596117623012055
"GSS","GSS",0.079178345480553,0.609425901020286
"CCT5","CCT5",0.161822867897473,0.293972806952199
"KRT6C","KRT6C",0.42874984082885,0.0670066554100149
"NES","NES",-0.192726444368345,0.210064040490256
"CSNK1A1","CSNK1A1",0.170269725352056,0.269150973974674
"IDH2","IDH2",-0.0730197362923687,0.637609357477302
"PITPNB","PITPNB",-0.0534688622315977,0.730313437266192
"TNNI2","TNNI2",0.091240883793734,0.555840503783996
"ADGRE5","ADGRE5",-0.123909264350632,0.573239431403422
"PXN","PXN",-0.116005593194851,0.513541422970896
"MAPKAPK2","MAPKAPK2",0.0876122046965506,0.576394762669318
"ALDH9A1","ALDH9A1",-0.0776639306336769,0.616306739765884
"RPIA","RPIA",-0.117896513344595,0.445948173059698
"LMAN1","LMAN1",0.298911318857634,0.0487246198464779
"NASP","NASP",-0.244037846753306,0.119358965712446
"FNTA","FNTA",0.292762759255849,0.0537864070767032
"FNTB","FNTB",-0.105603251634826,0.495088355922599
"DHPS","DHPS",0.182322910107068,0.28012128854451
"CCT3","CCT3",0.18921345216882,0.218653587356146
"MRPL19","MRPL19",0.0424674346484777,0.792062116183045
"TUFM","TUFM",0.0577387384660501,0.709684018544161
"ALDH7A1","ALDH7A1",-0.109474410201167,0.479320213021837
"CDC34","CDC34",0.0408608413306853,0.792282904150617
"INPP1","INPP1",-0.00950790260310658,0.951156934952793
"SRP9","SRP9",-0.198685067337552,0.201513372347293
"UBE2A","UBE2A",0.017990922444321,0.90772227402582
"PCYT1A","PCYT1A",0.0802652536316172,0.604507859991688
"AARS1","AARS1",-0.112316816871306,0.467912907990518
"CARS1","CARS1",-0.0284849002008149,0.856115965434099
"HARS2","HARS2",-0.183585037817344,0.244511070932781
"SARS1","SARS1",0.137396465804224,0.373800984609514
"PPM1F","PPM1F",0.19275978667156,0.325734190443677
"PSMB3","PSMB3",0.0989017362157659,0.523003455044705
"PSMB2","PSMB2",0.108204350493853,0.48446415338667
"MCM2","MCM2",-0.0717348112679159,0.643555513842844
"ACADVL","ACADVL",-0.077598423030585,0.616605117780615
"ACOT2","ACOT2",-0.0369216721832423,0.811926739275052
"TMED10","TMED10",-0.0304974060124687,0.844204180729346
"EIF2B2","EIF2B2",0.0715521881747741,0.644402425035432
"HINT1","HINT1",-0.0190017022609864,0.902562108576062
"RANBP2","RANBP2",-0.187929809413233,0.272379112982873
"NDUFV1","NDUFV1",0.036661127409164,0.813230196963552
"GSK3B","GSK3B",-0.213821784081626,0.304747495790636
"NT5C2","NT5C2",-0.0439315204179137,0.77968891655748
"SEPHS1","SEPHS1",-0.244874723988544,0.109144217573461
"GMPS","GMPS",0.274878451954823,0.115642180428627
"IDH3A","IDH3A",0.149477699755179,0.332827753127782
"CRIP1","CRIP1",-0.188163159302657,0.264736498720962
"GDI2","GDI2",0.0142366887501166,0.926919365703423
"EMD","EMD",-0.0310335077016963,0.841500212180107
"GATM","GATM",0.0690412779168203,0.721938416735272
"SERPINB9","SERPINB9",0.313338640586287,0.0383500061428274
"SERPINH1","SERPINH1",-0.130374065383935,0.398939816384539
"CSRP3","CSRP3",-0.114594256545297,0.458878642513312
"ST13","ST13",0.00846697977046323,0.956498837910647
"VASP","VASP",-0.0460321623354662,0.786748176857019
"DNM2","DNM2",0.225994877652598,0.140189885948224
"METAP2","METAP2",0.0475662612494572,0.759140841201726
"NUDT2","NUDT2",-0.130151319571705,0.40548960959543
"HLCS","HLCS",-0.00548274303988638,0.975449785177544
"BCAM","BCAM",-0.340637183691879,0.0236589436800928
"PPT1","PPT1",-0.214371125243625,0.172798543731576
"RPL14","RPL14",0.175167891573902,0.267186883263973
"CCT8","CCT8",0.101253578599543,0.51311899025989
"CCT4","CCT4",0.165175802492623,0.283948510301064
"ATP1A2","ATP1A2",0.263724611451668,0.0836730748581224
"ANXA11","ANXA11",0.151124756902,0.327467074556852
"FXR1","FXR1",0.14673150908074,0.341886420639251
"RAB7A","RAB7A",0.034188462354958,0.825624840134489
"RAB9A","RAB9A",-0.186265488036623,0.256227893782526
"DAP3","DAP3",0.25339400484912,0.109920831224572
"DUSP3","DUSP3",0.15742709071529,0.307457137141032
"IDH3G","IDH3G",0.241873072831581,0.113694213874814
"GALK1","GALK1",0.0604282445098862,0.696793405501624
"SSR4","SSR4",0.0733177511984984,0.636233442702875
"BCAP31","BCAP31",0.258707392660759,0.0980632195759932
"TPMT","TPMT",0.0534834976124667,0.739807276653952
"CAV2","CAV2",-0.225310802098828,0.141426254703558
"ALDH3A2","ALDH3A2",0.295652043192486,0.0513575225317502
"ALDH5A1","ALDH5A1",0.108285613062984,0.484134166168236
"HSD17B4","HSD17B4",0.0721961260670774,0.641418163258435
"PSMD7","PSMD7",0.112172627219943,0.468488064817761
"SUOX","SUOX",-0.0124436199140819,0.936103297274926
"STAT5B","STAT5B",-0.0722146337992818,0.641332473343966
"DYNLT3","DYNLT3",-0.00454123721021285,0.976660349629871
"RPS6KA3","RPS6KA3",0.298482442404708,0.0490647019868515
"HDGF","HDGF",-0.219980321920844,0.15133823902393
"LUM","LUM",-0.151643368961517,0.325790393714517
"PRELP","PRELP",-0.00720413650590238,0.962982119280637
"CNN1","CNN1",-0.314315053832719,0.0619066339580709
"NDUFA8","NDUFA8",-0.0200805520253134,0.897058815830171
"HNRNPA3","HNRNPA3",-0.236151181606321,0.122764438698643
"MYOM1","MYOM1",-0.0237950537537514,0.878148909374386
"PGD","PGD",-0.452636063054144,0.0020355162562655
"HNRNPM","HNRNPM",0.0927420985116672,0.549330143567227
"KPNA1","KPNA1",0.145288663835419,0.346706153617454
"POLR2H","POLR2H",-0.0425652257558829,0.805303135763584
"MAP2K6","MAP2K6",0.137990211127795,0.371719759179094
"ARHGDIA","ARHGDIA",-0.016908760989179,0.91325101008865
"ARHGDIB","ARHGDIB",-0.00814703823159537,0.958647999034209
"AGFG1","AGFG1",0.226997123171757,0.176665812881318
"HNRNPF","HNRNPF",-0.065625338647543,0.672124410415702
"RIDA","RIDA",0.0126443020409041,0.935074992884623
"SMS","SMS",0.157907318427487,0.305965112889796
"MRPL12","MRPL12",0.274469103420205,0.0713863880054805
"THOP1","THOP1",-0.0560457756618472,0.717839807692735
"AKR1C2","AKR1C2",-0.041702943079616,0.788099509091137
"CAPZA1","CAPZA1",0.0334133079321223,0.829519220587736
"CRIP2","CRIP2",-0.053323514229827,0.73101908629063
"BLVRA","BLVRA",0.133264938194797,0.388474537464024
"PPP5C","PPP5C",-0.225678447898306,0.140760787714684
"ARFIP1","ARFIP1",0.299403419051566,0.145953673510463
"NUBP1","NUBP1",0.0710467748037684,0.685060968238347
"METAP1","METAP1",-0.00759977596608518,0.961423583256067
"SUCLG1","SUCLG1",-0.00850732719493926,0.956291742727289
"RABGGTB","RABGGTB",0.11640717938878,0.492642201743156
"COPB1","COPB1",-0.0106028191642335,0.947542319747745
"COPA","COPA",0.127948979959294,0.40784368979936
"CTSC","CTSC",-0.110541110779784,0.514841416035164
"AP2S1","AP2S1",-0.0267204161346733,0.875258057083243
"HCCS","HCCS",0.227275369291253,0.137897146314676
"ITGA8","ITGA8",0.472299512693986,0.0171293615030088
"MAPK12","MAPK12",-0.182753211214944,0.235077535093143
"SMTN","SMTN",0.0750302005507842,0.628350722189222
"SLC16A1","SLC16A1",0.0889175012706252,0.565987343311504
"IST1","IST1",0.155628995355453,0.313084809363299
"SEC24C","SEC24C",0.20208366793609,0.188341397318467
"SUB1","SUB1",0.028749514577092,0.856577495938754
"POLG","POLG",0.041011331797472,0.791534870500437
"CLNS1A","CLNS1A",0.0155238021681624,0.92033260272824
"RARS1","RARS1",-0.0725651505727498,0.639710467992369
"CACNA2D1","CACNA2D1",-0.018468687540847,0.90528273878958
"MYOM2","MYOM2",0.114136706552932,0.460686074921137
"YARS1","YARS1",-0.0939196287662373,0.544249016332084
"USP14","USP14",-0.141910359887811,0.358153221242262
"PRKAG1","PRKAG1",0.153558304912636,0.31964608414833
"PRKAA2","PRKAA2",0.445767955033266,0.00242510865719514
"HSPA2","HSPA2",-0.190214805255611,0.216180809343283
"RAD23A","RAD23A",-0.132690998520188,0.390539337489809
"RAD23B","RAD23B",0.0231764957764532,0.88129352600304
"AK2","AK2",0.176227729067563,0.252502111330959
"NAPA","NAPA",-0.125245496386988,0.417902958597693
"ADPRH","ADPRH",-0.0997926674513847,0.540099125544429
"EIF5","EIF5",-0.0158976694046933,0.918420316076439
"PSMD4","PSMD4",0.0515828102210938,0.739486915774051
"DRG2","DRG2",0.0668152000447448,0.6665229287101
"RRAD","RRAD",-0.155081332822631,0.31481178297699
"CSE1L","CSE1L",0.118339538968748,0.444228796756392
"VCP","VCP",-0.0534965711499829,0.73017893837351
"MFAP4","MFAP4",-0.115612217952251,0.454871226178837
"HADHB","HADHB",-0.17524815235489,0.255190767843617
"MANF","MANF",0.113497146191268,0.565255788884863
"NAP1L1","NAP1L1",0.183310347328737,0.233628854192838
"CASP7","CASP7",0.305528539044652,0.178030214021131
"ADK","ADK",0.229216867819131,0.134474165079306
"LAMB2","LAMB2",0.0836745285876274,0.589194248969973
"CDH13","CDH13",-0.174661304531509,0.2568106509419
"TPD52","TPD52",0.333305812362627,0.0469813333053364
"SEC13","SEC13",0.0787778369823182,0.615568858780288
"SNU13","SNU13",0.159356336299049,0.301491233706498
"NPEPPS","NPEPPS",0.123454387960671,0.424644239782672
"GFER","GFER",0.0594112166242589,0.701658265709857
"HNRNPH2","HNRNPH2",0.0447711145254831,0.783841794463465
"OXCT1","OXCT1",-0.0856472596062402,0.658670225559543
"SH3BGR","SH3BGR",0.0217826338391256,0.888386165499891
"EIF3B","EIF3B",-0.126498279268687,0.413224137046573
"FCGRT","FCGRT",0.0729882523937802,0.672266616691084
"ATP5MF","ATP5MF",0.0518611750529893,0.738130706028507
"NDUFV3","NDUFV3",-0.259052937208543,0.0895045713831487
"MARS1","MARS1",0.191906810781258,0.229358458420432
"ITGA1","ITGA1",-0.188113830658261,0.251454766963869
"ATP5MJ","ATP5MJ",-0.00823385132748756,0.95769549413771
"ATP5ME","ATP5ME",-0.0993825858561021,0.520974877411476
"EIF6","EIF6",0.160505538448938,0.297973048042106
"NDUFA6","NDUFA6",0.0260174247492194,0.866866464435474
"SYNJ2BP","SYNJ2BP",0.0504402649790821,0.745061605962838
"EEFSEC","EEFSEC",0.194176164635517,0.286920569372741
"SMIM11","SMIM11",0.0944682327327529,0.541889466145321
"MTPN","MTPN",0.139073759446119,0.367939550379898
"DEFA1B","DEFA1B",-0.18941188913141,0.261520749182011
"ARPC4","ARPC4",-0.033782245511028,0.847229210495278
"CD81","CD81",-0.181515052596821,0.289378058748533
"TPI1","TPI1",0.163049568700559,0.290279129329521
"EIF3E","EIF3E",-0.0264663851924725,0.869530125689663
"UBE2G2","UBE2G2",-0.0572076944849474,0.715573944571367
"MYL6","MYL6",0.0825187809193437,0.594366238155165
"ACTB","ACTB",0.0215021628793247,0.889814396129893
"EIF4A1","EIF4A1",0.0895562516243192,0.563189223601022
"RPS20","RPS20",0.205066637050642,0.181764921509684
"PRPS1","PRPS1",0.0891462034031522,0.56498474830325
"PSMA6","PSMA6",0.133392986108229,0.388014749301471
"S100A10","S100A10",-0.286600068420066,0.0592759612378638
"CDC42","CDC42",-0.0968472371307003,0.531714635858934
"DSTN","DSTN",0.119663974859953,0.439110488531292
"GMFB","GMFB",0.127209006444072,0.518884222876487
"SRP54","SRP54",-0.138148439435446,0.529601180066945
"RAB2A","RAB2A",-0.0413136686340561,0.790032623187776
"RAB5B","RAB5B",-0.132233406046392,0.392190162780673
"RAB10","RAB10",0.147981372677152,0.337744900507455
"UBE2D3","UBE2D3",-0.255809248283118,0.106459844721351
"UBE2M","UBE2M",0.0649978902350296,0.675085338172675
"UBE2K","UBE2K",-0.0308891131744794,0.864504497234011
"UBE2N","UBE2N",-0.232305452252461,0.129159849113919
"RAB14","RAB14",0.0890326045261665,0.565482645440783
"ACTR3","ACTR3",0.229197866829885,0.134507355309735
"ACTR2","ACTR2",0.132650949221389,0.396451915605755
"ACTR1A","ACTR1A",0.121307073382506,0.432806325484316
"COPS2","COPS2",0.140349478064838,0.363518605194832
"ABCE1","ABCE1",0.220085224550157,0.151138380222087
"RAP1B","RAP1B",0.135996336029714,0.396537871375373
"RPS3A","RPS3A",0.168718149424371,0.273603113413552
"RPL15","RPL15",0.328229484470675,0.0296143945137936
"MAGOH","MAGOH",0.107911272473815,0.501859995438453
"RPL27","RPL27",0.168081401665658,0.275444176105951
"ATP6V0D1","ATP6V0D1",-0.00599347422000997,0.974029035395323
"PCBD1","PCBD1",0.0506902076664939,0.743840977869366
"RHOA","RHOA",-0.241075644544762,0.114926843415083
"HSPE1","HSPE1",0.0093491461400598,0.951971524956944
"LYZ","LYZ",-0.133334091769395,0.388226184499994
"VBP1","VBP1",-0.031216905894267,0.840575607450524
"DAD1","DAD1",-0.0211627463552364,0.892849754996436
"COPZ1","COPZ1",-0.0321799399094859,0.837687099615776
"PKIA","PKIA",0.0514348324153583,0.740208190583584
"SUMO2","SUMO2",-0.271506767037118,0.109199425054658
"UFM1","UFM1",-0.21315265437582,0.164767215185302
"DCAF7","DCAF7",0.267869341988161,0.078751479715518
"NUTF2","NUTF2",0.0789032950449534,0.610673161811762
"HNRNPK","HNRNPK",-0.00256217043304115,0.986830512534862
"YWHAG","YWHAG",-0.0486700794240158,0.753724047020826
"RRAS2","RRAS2",-0.0726034696184873,0.639533248240823
"TIMM10","TIMM10",0.144989019498729,0.347712298530251
"RPS7","RPS7",0.0516987844376732,0.745065486362359
"PPP1CB","PPP1CB",0.210397349309305,0.170424368274016
"PSMC1","PSMC1",0.134474044519923,0.38414569124564
"PSMC5","PSMC5",0.341667071464419,0.0232132493995416
"RPS8","RPS8",0.28619304033106,0.0596537427394136
"RPS15A","RPS15A",0.179330828102092,0.244110917259262
"RPS16","RPS16",0.218363045900902,0.154444044621455
"UBE2G1","UBE2G1",-0.107143491851693,0.488782795930652
"UBE2H","UBE2H",-0.147105560251081,0.346527855953638
"YWHAE","YWHAE",-0.0626727824981654,0.686099532843121
"RPS14","RPS14",0.288132105993769,0.0578711280262426
"RPS23","RPS23",0.244410260007756,0.128529544630304
"RPS18","RPS18",0.0676767026823628,0.662478388062282
"RPS29","RPS29",0.186091663819177,0.256679856952978
"RPS13","RPS13",0.188748722804385,0.219807833981626
"RPS11","RPS11",0.14363323588604,0.352287077270406
"SNRPE","SNRPE",0.017174100742857,0.911895011314102
"LSM3","LSM3",-0.093316418162766,0.605490034682638
"SNRPD3","SNRPD3",0.0912948106770708,0.555606010577841
"TMSB4X","TMSB4X",-0.146114175981344,0.355840630563394
"ARF6","ARF6",-0.0566439273306175,0.72501512596525
"PSMC6","PSMC6",0.0689800009221369,0.656377748989819
"RPL7A","RPL7A",0.272152119603987,0.0739074010045456
"ETF1","ETF1",-0.0393546469089269,0.814530791536018
"CNBP","CNBP",-0.0795614860531685,0.607690310121339
"RPS4X","RPS4X",0.194316106470113,0.206255599827739
"PPP2CB","PPP2CB",-0.134550219090396,0.383873926913845
"ACTA2","ACTA2",0.0349424080300173,0.821840974668135
"RPL23A","RPL23A",0.333550214136934,0.0269239120323697
"RPS6","RPS6",0.0920366086670865,0.552385143432877
"H4C16","H4C16",0.120897403272783,0.434373385577812
"RAB1A","RAB1A",0.0912518835977196,0.59117423555851
"RAN","RAN",0.101841323414717,0.510663514682994
"RPL23","RPL23",0.129060354552363,0.403749117884344
"RAP1A","RAP1A",-0.023258487759063,0.880876591496538
"RPS24","RPS24",0.195250836266503,0.215289644995403
"RPS25","RPS25",-0.0176822834023411,0.916083933037398
"RPS26","RPS26",0.260961058465355,0.0950684930788965
"RPS28","RPS28",0.123675687902374,0.423808022074737
"FAU","FAU",0.153779465411814,0.377780090876051
"GNB1","GNB1",-0.105401769860076,0.49591628435695
"RBX1","RBX1",-0.140863464308231,0.36174649990669
"GNB2","GNB2",-0.0132609609956868,0.9319158645138
"RPL30","RPL30",0.157470491421699,0.307322104582212
"RPL31","RPL31",0.109385518516741,0.479679300614663
"RPL10A","RPL10A",0.193173704091945,0.208987592292567
"RPL32","RPL32",-0.112268585691946,0.54763777124068
"RPL11","RPL11",0.0245937245050349,0.874091383869921
"RPL8","RPL8",0.18805882260711,0.233003759421826
"PPIA","PPIA",-0.0623723543165646,0.687527440677588
"FKBP1A","FKBP1A",-0.13422795095355,0.385024442412465
"RPS27A","RPS27A",-0.00923294088523943,0.952567812578053
"GRB2","GRB2",-0.104023285914631,0.501599792704928
"RAC1","RAC1",0.169821615016206,0.270431843877599
"AP2B1","AP2B1",0.0931684850139444,0.547487653963463
"VAMP2","VAMP2",-0.185971518409919,0.373437603414242
"GNAS","GNAS",-0.0108799290510287,0.944119111935593
"PPP3R1","PPP3R1",0.00635441297926598,0.967741395415943
"YWHAZ","YWHAZ",-0.0840390329777773,0.587567247417218
"UBE2B","UBE2B",0.089914985577888,0.561620573102217
"PPP2R2A","PPP2R2A",0.0316410598005237,0.838438043023366
"DYNLT1","DYNLT1",-0.19219545633292,0.216933844940561
"RPL38","RPL38",0.14688806834775,0.341365940995911
"SKP1","SKP1",0.240679947486894,0.115542242727875
"RPS21","RPS21",0.0750877839742906,0.628086357188534
"EIF5A","EIF5A",0.0958946171770796,0.535777695803326
"RACK1","RACK1",0.187564274914859,0.2227686782423
"ACTG1","ACTG1",0.188135602457195,0.319443387111925
"UBE2I","UBE2I",-0.0769105159937855,0.619742117277315
"SELENOW","SELENOW",-0.0642691187803291,0.697494860206595
"TNNC1","TNNC1",-0.191401740992575,0.213274960127797
"PPP2CA","PPP2CA",-0.0833011151605006,0.60460225892775
"YBX1","YBX1",-0.15630796301455,0.409460462173738
"CSNK2B","CSNK2B",0.055257801604348,0.721646505357877
"TPM4","TPM4",0.016332186192414,0.916198386192612
"ACTC1","ACTC1",0.0391490900723726,0.807991985909357
"UBE2L3","UBE2L3",-0.00913981491901753,0.953045691220103
"EEF1A1","EEF1A1",0.263737871873239,0.0836569550787634
"ACTA1","ACTA1",-0.0629595833087902,0.684737401536602
"TUBA1B","TUBA1B",-0.0782785458086376,0.613510233647974
"TUBA4A","TUBA4A",0.129143048970902,0.40344540295646
"TUBB4B","TUBB4B",0.195915035929154,0.202473972316504
"CSNK2A1","CSNK2A1",0.118909647309264,0.442021590208229
"PAFAH1B2","PAFAH1B2",-0.0586833304545026,0.705147306349355
"HBB","HBB",0.0240808931840359,0.876696385524419
"NOMO3","NOMO3",0.193245009218762,0.273509147653237
"HBG1","HBG1",0.110740598720201,0.47422069339573
"HBG2","HBG2",0.147966208425398,0.418984299567019
"HBA2","HBA2",0.00971969088235395,0.950070311879017
"NOP14","NOP14",0.145266468650707,0.469705731411115
"IGBP1","IGBP1",-0.202677853190373,0.192417453298113
"PSPH","PSPH",-0.0416427651972931,0.846802528758017
"EIF4G2","EIF4G2",0.306483193448472,0.0430280933160887
"PIP4K2B","PIP4K2B",0.00345528390266443,0.982455776543444
"SRPK2","SRPK2",-0.0729487782872177,0.734799307550172
"CCT2","CCT2",0.306185855388096,0.0432410642160378
"GSTO1","GSTO1",0.143890021021363,0.351417808827292
"PRKDC","PRKDC",0.177115775497014,0.25008117960165
"CRADD","CRADD",-0.057723106056932,0.7097591823184
"NUCB2","NUCB2",-0.169003820163835,0.339329991761391
"DCD","DCD",-0.132408686212441,0.391557335063189
"MRPS22","MRPS22",-0.000725074254959017,0.996272987688056
"MRPS25","MRPS25",-0.063561376168365,0.704603478004579
"MRPS10","MRPS10",0.0326385833896115,0.866522507267263
"MRPS35","MRPS35",-0.0416346066052272,0.793480519055613
"MRPS5","MRPS5",0.386836499897362,0.0560959205137292
"MRPS36","MRPS36",-0.120538657124573,0.435748242816878
"MRPS11","MRPS11",-0.00674116063052697,0.97392733629664
"MRPS34","MRPS34",-0.0379390097941807,0.821092111189645
"MRPS9","MRPS9",0.506610098599027,0.0319116716262994
"SARNP","SARNP",0.0244514038843298,0.879387195576217
"LACTB","LACTB",-0.00919700961525837,0.952752193011168
"RPL24","RPL24",0.255500680071909,0.0941460741820155
"CBX1","CBX1",-0.00190374309143716,0.99082288831504
"ARF1","ARF1",0.22069660414289,0.149977444377983
"ARF5","ARF5",-0.0824547748826558,0.608290814457534
"RHOG","RHOG",0.08973596554404,0.571973655013317
"RPL19","RPL19",-0.111108754929719,0.525149257176518
"SRSF3","SRSF3",-0.0738605436275353,0.633730514393971
"H3-3B","H3-3B",-0.00980249488836119,0.949645493217687
"HTD2","HTD2",-0.127761645587665,0.525385040488562
"FBLN2","FBLN2",-0.0653230395446274,0.681068648727034
"HSPG2","HSPG2",0.0636995755123831,0.681227453485899
"RBM3","RBM3",-0.0227255568355992,0.883587143359002
"CYCS","CYCS",-0.134410661589401,0.384371905918364
