"","protein","cor","p_value"
"SLC22A25","SLC22A25",0.125598458909123,0.5775719726476
"METAP1D","METAP1D",-0.0225568807730591,0.90084125356497
"CSPG4","CSPG4",-0.23849884215018,0.204364429240678
"TMEM205","TMEM205",-0.203372233002708,0.185480081067605
"UQCC3","UQCC3",0.199584129107943,0.205079057603464
"DHRS11","DHRS11",0.0215536621796323,0.889552122411359
"SBSN","SBSN",0.214542418283835,0.161966038418684
"PET117","PET117",0.0697998193756412,0.660487995230884
"PLXDC2","PLXDC2",-0.179368561775079,0.310091138042586
"WDR82","WDR82",-0.127819169947268,0.580847303064707
"APOOL","APOOL",0.0381052126375849,0.806012074828366
"KSR2","KSR2",0.116842388151794,0.461181391524414
"NAPRT","NAPRT",-0.190106591428791,0.216447097411554
"B3GLCT","B3GLCT",-0.193545423507773,0.280494745134177
"GIGYF2","GIGYF2",0.0715707984076145,0.644316100045836
"HSDL2","HSDL2",-0.157136379773825,0.308362601486687
"TRIM72","TRIM72",0.051118293025202,0.741751808452392
"TMEM182","TMEM182",-0.101652736027664,0.567290366730698
"UBR3","UBR3",0.119622998890558,0.439268349911217
"TOM1L2","TOM1L2",0.0554887868530943,0.720529923744419
"XIRP1","XIRP1",0.0289615698537845,0.851960269099624
"VPS13C","VPS13C",0.176158601077066,0.252691221395332
"RAPH1","RAPH1",0.0672190782126394,0.664625648982577
"CEFIP","CEFIP",-0.0107222017352071,0.944927971970988
"LARP4","LARP4",0.214180032455603,0.203045359605063
"RPS27L","RPS27L",0.0286770597255718,0.853398605431634
"SND1","SND1",0.0512572866000786,0.744101454978281
"TRMT10C","TRMT10C",0.245280207449162,0.108540368459193
"EIF3M","EIF3M",0.1021867623011,0.509223110033598
"CDC37L1","CDC37L1",0.0562443302265544,0.740916171758917
"RRAGA","RRAGA",-0.115401698099432,0.455698419451415
"CYFIP1","CYFIP1",0.079379410747669,0.612865847557165
"NDUFAF7","NDUFAF7",0.0689225236942437,0.6566463341903
"COPS6","COPS6",0.127826142332057,0.408297711946083
"RRM2B","RRM2B",0.111061029104106,0.483797873730872
"MICAL3","MICAL3",-0.13835503778037,0.560761136071859
"NUP54","NUP54",-0.0491879130551794,0.757061952080254
"DGLUCY","DGLUCY",-0.0510252441281328,0.745221081438779
"VPS35L","VPS35L",0.169887240417611,0.270244010218944
"MYH14","MYH14",0.0839542020996326,0.58794571955354
"CSMD3","CSMD3",-0.0132177937109775,0.942761635262212
"SZRD1","SZRD1",0.0803131801105539,0.656830346703147
"MAVS","MAVS",0.102327802798088,0.508635592220634
"CLASP1","CLASP1",-0.000938368640568983,0.995294269374241
"HDDC2","HDDC2",-0.0786594699151886,0.611779737892964
"DCXR","DCXR",-0.322878542394494,0.0325411296926137
"HUWE1","HUWE1",0.256904713899421,0.092289781721598
"YTHDF3","YTHDF3",-0.0641228603158357,0.690409458744428
"FILIP1","FILIP1",-0.119245564506039,0.44072390553875
"CMC1","CMC1",-0.0910123877157134,0.556834601922646
"CENPV","CENPV",0.0394149997675293,0.799478958540256
"GLRX5","GLRX5",0.0123163840401976,0.936755313029676
"MYPN","MYPN",0.081517479544058,0.598863176881496
"SRL","SRL",-0.149832515935287,0.331668343561741
"TRPT1","TRPT1",0.0706432807484391,0.710673308098567
"PRUNE1","PRUNE1",0.0682301503403211,0.659885075947727
"SETD3","SETD3",-0.0876272077101719,0.585900812346039
"ACOT1","ACOT1",-0.184320397367565,0.254883737185208
"ISCA2","ISCA2",0.138064950136634,0.371458272032823
"MTDH","MTDH",-0.0581857649305272,0.777684425572473
"KTN1","KTN1",0.241793372311995,0.113816958223936
"NLRX1","NLRX1",0.0506881248447944,0.743851147045889
"USP48","USP48",-0.20271035471329,0.365603224487624
"ITIH5","ITIH5",0.0192838033917194,0.901122643440219
"ALYREF","ALYREF",0.0474900875454802,0.762341402194611
"MDP1","MDP1",-0.276144717192165,0.084558361570174
"SLC25A42","SLC25A42",0.00462314774024398,0.978972035278333
"IGFN1","IGFN1",0.255588394917212,0.165212459749991
"NRAP","NRAP",-0.00442051660958334,0.977280628293133
"VPS36","VPS36",-0.167237604609446,0.336932185314585
"CAND1","CAND1",-0.163140102761412,0.290007723376607
"HOOK3","HOOK3",0.0666328411812414,0.667380262572853
"COMTD1","COMTD1",-0.037710662771975,0.807982640693441
"BPHL","BPHL",-0.00566484236424947,0.970887815863991
"PPP1R27","PPP1R27",-0.150635310771652,0.329054403435421
"CCDC25","CCDC25",0.136873669869846,0.399682217923994
"LDHD","LDHD",0.0707112543827246,0.648307968809681
"COA5","COA5",-0.114370321503905,0.465220144371348
"CARM1","CARM1",0.00869738497333653,0.95531625299452
"NIT1","NIT1",0.0781835157913873,0.61394226858785
"NDUFA11","NDUFA11",-0.0336774283985283,0.828191819380049
"STX12","STX12",0.0376091138910078,0.852255703761356
"THNSL2","THNSL2",0.0401412102783712,0.818910773064945
"HOMER1","HOMER1",0.169131019550417,0.272413702549651
"MYO18B","MYO18B",0.0127001770976975,0.948857554236856
"PHYKPL","PHYKPL",0.290666415950701,0.0556058913750177
"NUDCD3","NUDCD3",0.195040999048139,0.26152364071391
"DNAH10","DNAH10",0.184611496798074,0.241837546146627
"MMAA","MMAA",0.00809098706749244,0.961010960026555
"MUSTN1","MUSTN1",0.231457330884715,0.130603233940527
"NAXD","NAXD",-0.0819761143299965,0.596801559158661
"MFN1","MFN1",-0.004325115247975,0.978312862527465
"SLC44A2","SLC44A2",0.140983717522518,0.361332649276147
"FAM114A1","FAM114A1",0.146428576243947,0.475361339219591
"GCC2","GCC2",0.169337556488291,0.418394615097602
"HSCB","HSCB",-0.476489743931892,0.0138582679377957
"ZBTB8OS","ZBTB8OS",-0.0435923211514195,0.781348139931362
"ADHFE1","ADHFE1",0.104700260074338,0.498804472917881
"UNC45B","UNC45B",0.215645617788774,0.159767241410097
"SUGP2","SUGP2",0.20011405682368,0.198223960308292
"RHOT1","RHOT1",0.147636990941599,0.350794625398918
"SIRT2","SIRT2",-0.123170819923816,0.425717104616704
"MSRB3","MSRB3",-0.125662675444995,0.416341572676399
"PNPLA6","PNPLA6",0.0858311144081023,0.690058909891472
"SUPV3L1","SUPV3L1",0.079197609994674,0.613682188441743
"GSPT2","GSPT2",-0.243957548547617,0.202190210513299
"THNSL1","THNSL1",-0.143025408138581,0.354349915669305
"MICU2","MICU2",-0.083170791020354,0.634787179302049
"ALDH16A1","ALDH16A1",-0.0496280604155913,0.790912740826104
"FAM185A","FAM185A",-0.0578327435485493,0.712598635734322
"CLYBL","CLYBL",0.0182153354149482,0.914784708518135
"ABRA","ABRA",-0.0169268124870229,0.924303465191842
"ADSS1","ADSS1",0.262050129068373,0.0857281791596636
"CCAR2","CCAR2",-0.0675543675167791,0.682819812460829
"NDUFAF2","NDUFAF2",-0.131426118572495,0.40086570962301
"LRRC47","LRRC47",-0.0340666204622504,0.82623670319462
"ARMC10","ARMC10",0.115420235669848,0.574478869917566
"LTBP4","LTBP4",0.0599482951368498,0.716961402914482
"TMEM256","TMEM256",-0.033465760289178,0.853319208433071
"GPD1L","GPD1L",-0.106831052394046,0.490058503774974
"EHBP1L1","EHBP1L1",-0.0580940290701725,0.707976445113974
"CMYA5","CMYA5",0.124435743745144,0.420943107860875
"TXLNB","TXLNB",-0.0676589137356001,0.662561807385797
"SYNPO","SYNPO",-0.0908744210614787,0.557435245517943
"GUF1","GUF1",0.0601036550398625,0.701824513397331
"PTGR3","PTGR3",0.163947196469246,0.369924327626763
"CBR4","CBR4",0.0953510658787561,0.543039861709946
"MMGT1","MMGT1",0.247619368459963,0.24337091647965
"OXR1","OXR1",0.295769569538439,0.142371333960892
"CISD2","CISD2",0.140361303099636,0.369321838738578
"ATPAF2","ATPAF2",0.177187194197883,0.26774845913753
"JAGN1","JAGN1",-0.248836362768549,0.112040956521221
"MRPL50","MRPL50",-0.0624497640603265,0.717480326723446
"ZC3H8","ZC3H8",0.145373353768995,0.497913267785361
"EIF4E3","EIF4E3",-0.0166829290659337,0.914405298996801
"CPSF7","CPSF7",0.0276007459015155,0.860537257488514
"EMC1","EMC1",0.104873237676759,0.498091506789668
"LSMEM1","LSMEM1",-0.229286355953454,0.304689447112226
"PTGR2","PTGR2",0.0289861742547856,0.851835904171852
"ENAH","ENAH",-0.0171707114002633,0.91965537271007
"MRPL43","MRPL43",0.0710316356974555,0.650813221437156
"GDPD1","GDPD1",0.303802682240855,0.220341948992267
"SMYD1","SMYD1",-0.0270169720585892,0.861800375839626
"GATD1","GATD1",-0.0553201561609682,0.738009539529639
"NHLRC2","NHLRC2",0.19407176397182,0.206837819340078
"COLGALT1","COLGALT1",0.170421933822117,0.528018345622638
"RDH13","RDH13",-0.119486602141517,0.439794049460649
"TXNDC5","TXNDC5",-0.131267873398978,0.395686803533461
"ATAD1","ATAD1",0.0375640909267078,0.808714988681704
"SCCPDH","SCCPDH",0.0305707546657477,0.843834122461437
"SERBP1","SERBP1",-0.1632376663168,0.28971542853012
"LEMD2","LEMD2",-0.0368596103207769,0.84666506138124
"FAM98A","FAM98A",-0.0118219462502582,0.940767414546721
"CAMKV","CAMKV",-0.256828979154908,0.178652034729409
"PDPR","PDPR",0.00871019746057139,0.955792293368526
"NAXE","NAXE",0.0672631180716088,0.664418889873143
"LSM14A","LSM14A",-0.176032501105496,0.327126354103691
"NPEPL1","NPEPL1",0.236205098676277,0.122676502232903
"ADPRHL1","ADPRHL1",0.16799774523705,0.27568666045009
"ABCF1","ABCF1",-0.0819515524841937,0.596911888635848
"MCU","MCU",-0.284698675887881,0.0610572645501374
"VPS37A","VPS37A",0.0387649898759497,0.817262299156489
"FLAD1","FLAD1",0.208142033564478,0.209841823130432
"NUP43","NUP43",-0.0487102313092859,0.762323005705671
"TSTD1","TSTD1",0.161687881752173,0.332137738871459
"ABHD11","ABHD11",0.0678500202908225,0.661665845391631
"CMAS","CMAS",0.209166015784765,0.235146832367713
"ATL2","ATL2",0.0492179752977658,0.751039657522569
"PLBD2","PLBD2",0.0331982543091655,0.874822323106032
"TDRD7","TDRD7",0.024751139493162,0.877919746932543
"THOC2","THOC2",0.167042372416778,0.278465832192788
"PPTC7","PPTC7",-0.223390725774437,0.330356580619913
"COQ8A","COQ8A",-0.0177764826959048,0.908817507467313
"PPP1R14C","PPP1R14C",0.139202924308792,0.439759563855282
"GADD45GIP1","GADD45GIP1",0.100307561491391,0.522175431918708
"SMARCC2","SMARCC2",-0.19731439674928,0.235064639669082
"NPLOC4","NPLOC4",0.157597733513407,0.306926434575841
"NUBPL","NUBPL",-0.0510318842428191,0.745189035053105
"DEPTOR","DEPTOR",-0.0145634587844603,0.925246655522157
"UBA3","UBA3",-0.11722561336651,0.448558867142696
"TBC1D15","TBC1D15",-0.205616454128027,0.191436210424012
"LRRC20","LRRC20",0.0538519249106295,0.728454763989804
"MRPL30","MRPL30",0.100069344399768,0.649615939574347
"NT5C","NT5C",0.151653873630139,0.325756487643983
"DENND10","DENND10",-0.0942019487860548,0.719130468033933
"STT3B","STT3B",-0.168659456842052,0.273772474389334
"PNPT1","PNPT1",0.100245090871984,0.517346007478982
"SPPL2A","SPPL2A",-0.240080938455193,0.116478584834522
"CD99L2","CD99L2",0.0381362969301631,0.810500881669913
"NEK9","NEK9",0.115287039643451,0.544083198925442
"GPT2","GPT2",-0.253646570034844,0.124390525378032
"MYOZ3","MYOZ3",0.153349670389663,0.320311944103437
"NEK7","NEK7",-0.083216656280873,0.591240840993118
"DCAF11","DCAF11",0.0359225809871882,0.819107869313731
"PPP4R1","PPP4R1",0.324629190933324,0.0467540446002822
"ABHD5","ABHD5",-0.140493397169628,0.380957587984461
"SETD7","SETD7",0.0180913398519126,0.907209458343089
"SCFD2","SCFD2",0.250557251375114,0.100912133426207
"NUP133","NUP133",-0.0486244726265862,0.762729369097468
"PDCD6IP","PDCD6IP",0.149155182725517,0.333883806041111
"THEM6","THEM6",-0.238827776787148,0.11845603236465
"AFG1L","AFG1L",0.213598176680687,0.2751053677218
"NUDCD2","NUDCD2",0.0414160554781619,0.78952405489782
"SCFD1","SCFD1",0.176631780132577,0.251398670356579
"PCNP","PCNP",-0.215541399566024,0.159974024280492
"DNAJA4","DNAJA4",-0.00255169849588539,0.986884333329294
"SPRYD4","SPRYD4",0.114626405048711,0.46978237709215
"MAIP1","MAIP1",0.0162879314396089,0.916424657179925
"LMO7","LMO7",0.124478252991644,0.426435459742648
"CYGB","CYGB",-0.215033609192767,0.194801769800438
"PHIP","PHIP",0.152020790852538,0.32457357134362
"RTN4IP1","RTN4IP1",-0.0132750088814275,0.931843909404533
"PALLD","PALLD",-0.329357067199973,0.0290263551375494
"PSPC1","PSPC1",0.0236086682838313,0.880550532982856
"SYNE2","SYNE2",-0.0341808976834786,0.825662825274985
"ASB10","ASB10",-0.00447891207662124,0.984217527750016
"GATAD2B","GATAD2B",0.129693647864973,0.401426562059167
"DNAH7","DNAH7",0.169751937761377,0.270631369181365
"THAP4","THAP4",0.0509591163510708,0.742528419295597
"CHCHD10","CHCHD10",-0.0790965638680456,0.641686260284239
"TTN","TTN",0.115993202877207,0.453376301088674
"OVCA2","OVCA2",0.225998069686472,0.140184135647431
"LZIC","LZIC",-0.0970133410695024,0.541074543659105
"IRGQ","IRGQ",0.309617044302646,0.0661231292006001
"DDX1","DDX1",0.280026250033706,0.0656163792515641
"HSD17B8","HSD17B8",-0.00163108260318691,0.991616060851069
"CPT1B","CPT1B",-0.112288366293758,0.468026364383652
"PSMF1","PSMF1",0.0849973110103938,0.583299466268596
"GBF1","GBF1",0.178335785919665,0.298050475597386
"NCSTN","NCSTN",0.0362469008386759,0.815303521975074
"MRPS27","MRPS27",-0.132450663173587,0.391405871049256
"HSPH1","HSPH1",0.024588402510303,0.874118411015527
"MYO18A","MYO18A",0.278312095171504,0.0673552277508745
"GCN1","GCN1",0.0238486599179505,0.879345190360205
"PXDN","PXDN",0.0449460981968847,0.842567861410157
"SGCD","SGCD",-0.0944998271500735,0.541753728260803
"PIGK","PIGK",0.0405752765671987,0.796147672528066
"MRPS31","MRPS31",0.0512820849501792,0.759783512959898
"AKAP1","AKAP1",0.00321356464923685,0.983482777965607
"ANP32B","ANP32B",0.0120347821875372,0.940469545988662
"RABGGTA","RABGGTA",-0.0658668892357413,0.670985836203654
"TFG","TFG",0.0443125519692036,0.777826219058378
"ARPC1A","ARPC1A",0.195489377251987,0.267868328633685
"STAM","STAM",-0.262816300021222,0.0886250528998569
"TAF15","TAF15",-0.0672896949068484,0.664294128382159
"DDX17","DDX17",-0.439805359471514,0.00281518739125687
"CELF1","CELF1",0.0461082180710254,0.769064689179818
"OSTF1","OSTF1",0.0697508142543433,0.714175537274374
"UFD1","UFD1",-0.131334209634773,0.395445990247897
"GLG1","GLG1",-0.104557993147525,0.499391249625717
"RPL3L","RPL3L",0.241357484358942,0.118948798586465
"COPS5","COPS5",0.181142592155516,0.239299933625413
"KHSRP","KHSRP",-0.177597918759757,0.248773359432852
"GCDH","GCDH",-0.0251952307736943,0.871037622142753
"TNPO1","TNPO1",-0.0242823153446955,0.875673077153531
"USP13","USP13",-0.230195770851844,0.212830819371977
"USP9X","USP9X",0.200829078367315,0.191157284991779
"USP7","USP7",0.28502870482833,0.0607450524005194
"CUL5","CUL5",0.0847657212038819,0.584329596240434
"LPP","LPP",-0.272263314441415,0.0737848338942929
"PHKB","PHKB",0.336811728991499,0.0253775763370272
"CAVIN3","CAVIN3",-0.379445612467754,0.109095475567792
"UBE2F","UBE2F",0.107830468423473,0.485983908773481
"TRIM63","TRIM63",0.392828221233642,0.0121626985774167
"RAB24","RAB24",0.226854738698472,0.15922319037633
"SNX21","SNX21",-0.249262355631827,0.161847389619061
"WBP2","WBP2",-0.0803513421451316,0.678623084142494
"NCLN","NCLN",0.0396718640671356,0.798199309252279
"MUL1","MUL1",0.401962947216506,0.109728388845989
"ERGIC1","ERGIC1",0.025260733323469,0.883733039471076
"GTPBP3","GTPBP3",0.057011652386149,0.773226165919494
"TBRG4","TBRG4",-0.000685806540458281,0.996560808742481
"MTARC2","MTARC2",0.022120679815063,0.888029706138303
"FAM162A","FAM162A",0.077435646085315,0.617346808324557
"MYL11","MYL11",0.116288912496019,0.452217827408279
"CCDC47","CCDC47",-0.124955457889635,0.481355956164995
"SYAP1","SYAP1",0.0128866994792816,0.93626384807731
"KIAA1191","KIAA1191",0.17164699700322,0.331718590463748
"ISOC2","ISOC2",0.000494789238127218,0.99745668940352
"FERMT2","FERMT2",-0.0784468331322856,0.612745466410034
"FUBP1","FUBP1",-0.172820371282444,0.26193676704219
"TMEM143","TMEM143",0.0428920529393655,0.782202290381068
"PBXIP1","PBXIP1",-0.0881437030284376,0.569385645518098
"AKT1S1","AKT1S1",-0.0914490114678239,0.569597430556572
"BORCS7","BORCS7",-0.0929566044329198,0.606887475485246
"TMEM186","TMEM186",0.128600303351348,0.506152651413037
"LDAF1","LDAF1",-0.178907927803167,0.344177649317499
"SH3KBP1","SH3KBP1",0.0997950004420495,0.66691028801021
"ARL8A","ARL8A",-0.0561026764236635,0.720844130729132
"COA7","COA7",-0.00600601186160507,0.969135331316426
"PTER","PTER",-0.00521895704788363,0.977770669789025
"FAM136A","FAM136A",0.145230893444336,0.346899995743014
"FGGY","FGGY",-0.202964126813772,0.203121247072748
"GALM","GALM",0.0155894372234274,0.919996854751734
"DCPS","DCPS",0.0410517587290583,0.791333954343647
"PPP1R14B","PPP1R14B",-0.116485204399118,0.532601216708241
"PPCDC","PPCDC",0.0936878478297837,0.586794919915864
"ACSF2","ACSF2",-0.0393360549291814,0.799872351213358
"EVI5L","EVI5L",0.0442964518862722,0.84481647778245
"ISOC1","ISOC1",-0.133188339089859,0.388749738565914
"CCDC124","CCDC124",0.164851662028974,0.284907735702077
"OPTN","OPTN",-0.100762786176122,0.515173949992763
"AP2M1","AP2M1",0.0347113122157792,0.82724847242007
"KCTD12","KCTD12",-0.170023024696012,0.269855640943956
"RCN3","RCN3",0.066790302172714,0.798961515618902
"ORAI1","ORAI1",0.232756740309579,0.199850101075974
"RMDN1","RMDN1",-0.0300128735879982,0.846649570386821
"ECHDC3","ECHDC3",0.303714853211502,0.0505404743918128
"LRRC39","LRRC39",-0.142153981573824,0.357320149058858
"NUDT16","NUDT16",0.352767202294063,0.051594125133732
"CMBL","CMBL",0.0182556765513562,0.906370297544951
"MSI2","MSI2",0.0705613031136722,0.649005371168961
"MTFMT","MTFMT",0.188687618097411,0.336253086654862
"MRPL38","MRPL38",0.0637359251091858,0.681055209768783
"MRRF","MRRF",-0.0751134764889203,0.682848814908192
"HOOK2","HOOK2",-0.218428415558286,0.35487031197178
"KIFBP","KIFBP",0.166240411568876,0.298902680451564
"KTI12","KTI12",-0.0231199525518796,0.881581070418477
"MRPL53","MRPL53",-0.0636226105263057,0.68894711256897
"L3HYPDH","L3HYPDH",-0.0911748256190079,0.608076662985928
"DAZAP1","DAZAP1",0.0253560428428189,0.870221514087626
"CCDC51","CCDC51",-0.0308477461958282,0.848166032849493
"DNAJA3","DNAJA3",-0.0177020168344992,0.909197874933797
"PTCD3","PTCD3",0.167070634679795,0.278383354729953
"MMAB","MMAB",-0.117104046943175,0.483815996274246
"DYNLL2","DYNLL2",0.141971584304633,0.357943751677604
"S100A16","S100A16",0.220131718073684,0.15104986351773
"SIPA1","SIPA1",0.220008141706706,0.28016252095518
"SCRN2","SCRN2",0.0255784863561329,0.869092851213329
"OTUB1","OTUB1",-0.0740994568261346,0.632630112869684
"MRPL48","MRPL48",0.0603493351615162,0.700662315278253
"DMAC1","DMAC1",0.0927058396929235,0.596334017477037
"DCUN1D1","DCUN1D1",0.0905921038161484,0.558665272004825
"FAHD2A","FAHD2A",0.106551731560981,0.4912004461222
"RUSF1","RUSF1",0.0216306756917491,0.923881648331007
"APIP","APIP",0.0920671732406679,0.55708002142155
"SNF8","SNF8",0.0133347354443181,0.933203837742722
"PDLIM5","PDLIM5",-0.148059682663809,0.337486452786111
"ERO1A","ERO1A",-0.00859850737125243,0.955823743787359
"FMC1","FMC1",-0.116503404338244,0.474046426959483
"AHCYL2","AHCYL2",0.147701047413457,0.338671066676569
"DDRGK1","DDRGK1",-0.0160528074030699,0.917626936461471
"DHTKD1","DHTKD1",0.0131359961421373,0.932555974386453
"SCLY","SCLY",-0.0407547579430437,0.818989208476169
"PYURF","PYURF",0.103782934822991,0.502594154607851
"RCC1L","RCC1L",0.344308902108472,0.0369109147301072
"NARS2","NARS2",0.0184086635149537,0.919010175829168
"SUCLG2","SUCLG2",0.0089521544166986,0.954008725884021
"ABHD14B","ABHD14B",0.177658572734756,0.248609161715396
"NGLY1","NGLY1",0.250310442987103,0.101259472480755
"ATP5MK","ATP5MK",-0.0639571855146603,0.680007106281801
"CDK5RAP3","CDK5RAP3",-0.122578007994126,0.427964896021092
"TMX3","TMX3",-0.109374494386537,0.479723843638806
"PDLIM2","PDLIM2",-0.142712135820323,0.379684156563345
"BTF3L4","BTF3L4",-0.180883880527264,0.277129372161396
"RNF170","RNF170",-0.000117432021383536,0.999433899732771
"USP47","USP47",0.0580219443184814,0.708322779829389
"CNDP2","CNDP2",-0.00922572440439991,0.952604843576917
"LMLN","LMLN",0.0582953466501878,0.710399295173208
"ALPK3","ALPK3",0.201992585329274,0.188544831068455
"SENP8","SENP8",0.0585663264495816,0.709112060136964
"CARD19","CARD19",-0.0587363351091864,0.704893031593842
"PRRC1","PRRC1",0.055868729753307,0.769344823016011
"ZNF512","ZNF512",-0.0463628783949911,0.80106515797045
"STAC3","STAC3",0.0477913546697551,0.758035300356308
"COQ10A","COQ10A",0.00501678012145935,0.974217082037314
"JSRP1","JSRP1",-0.0512426536764679,0.741145238606125
"PCMTD1","PCMTD1",0.209052064383926,0.250857096881958
"AGBL1","AGBL1",0.378538021547242,0.0515325332734826
"HSPA12B","HSPA12B",-0.13842507552337,0.388078003988602
"CCDC43","CCDC43",-0.128553136506017,0.441784990178223
"RILP","RILP",-0.082279608202859,0.659911692944273
"IPO9","IPO9",0.0381245690587819,0.862883312617342
"PGLYRP2","PGLYRP2",-0.0410101206539321,0.796512150943397
"MCEE","MCEE",0.104335299371959,0.500310453887633
"QKI","QKI",-0.0578209076218635,0.730234167182908
"PLIN4","PLIN4",-0.11491834929354,0.457600719365483
"VPS35","VPS35",0.153763555427822,0.318991876501888
"PURB","PURB",0.250123085585163,0.101523756949284
"PANX1","PANX1",0.225375300470392,0.248863986506665
"VPS13A","VPS13A",0.0356449155311291,0.849021496035873
"GFM1","GFM1",-0.180828383076102,0.240129634940096
"MCCC1","MCCC1",0.0224448213727444,0.886399611553684
"METTL26","METTL26",0.00853840417479138,0.956132232802317
"PEBP4","PEBP4",0.055675730299055,0.722883813778355
"PPP1R9B","PPP1R9B",-0.0737493735030307,0.750712131807912
"GPX7","GPX7",0.183721959147865,0.262894300557282
"OSBPL9","OSBPL9",-0.169658346838347,0.301812875475164
"CRBN","CRBN",0.0877641650338639,0.690482906860769
"NIBAN2","NIBAN2",-0.0654712675906268,0.704412000435569
"YME1L1","YME1L1",0.093111277055726,0.624568019812843
"MYCBP","MYCBP",-0.205956669325093,0.185168378933116
"TBCB","TBCB",-0.108023924479192,0.485197238700882
"PSMB7","PSMB7",0.0666760161271426,0.667177243937144
"PCYT2","PCYT2",-0.0759556674137815,0.624107496080339
"CDC5L","CDC5L",-0.0364486770792461,0.814293416301982
"PSMD1","PSMD1",0.203797940950399,0.184541621980586
"PFDN5","PFDN5",-0.169079156706512,0.272562923291639
"PARK7","PARK7",-0.00874536769564297,0.955069987223703
"VAT1","VAT1",0.147481694924672,0.339396879529773
"PLIN2","PLIN2",-0.27618705365596,0.073010777346304
"S100A13","S100A13",0.0617949501906635,0.690274804255259
"TIMM17A","TIMM17A",-0.168805539355084,0.399956483914246
"TSNAX","TSNAX",0.105589025786517,0.500388667700914
"SEPHS2","SEPHS2",0.201823281950905,0.188923386439637
"EIF3C","EIF3C",0.177189921356678,0.24987975740444
"TTC1","TTC1",0.0775233368440495,0.634452111303116
"DNAJC7","DNAJC7",0.11363101803941,0.473673379174944
"C12orf57","C12orf57",-0.0614855078568503,0.702546125078598
"PHB2","PHB2",0.0548175345972004,0.723776336303095
"COPS8","COPS8",0.0303809893639121,0.844791593455863
"SDHC","SDHC",0.0739983236163531,0.633095823117585
"CHP1","CHP1",-0.302723056362019,0.0457851080380952
"MGLL","MGLL",-0.104713817187761,0.498748575349018
"MTR","MTR",0.0823628539546331,0.604077199858215
"HSD17B10","HSD17B10",-0.0143125828257731,0.926530841862316
"HNRNPAB","HNRNPAB",-0.197169181908525,0.199542061685715
"NAP1L4","NAP1L4",0.189957044938803,0.216815469518345
"NAPG","NAPG",-0.0956568350085158,0.536794215652076
"TXN2","TXN2",0.00986909142644085,0.949303835546112
"DMAC2L","DMAC2L",-0.0206766704194401,0.89402000097359
"MIPEP","MIPEP",0.00352545788579046,0.988230753071959
"ACO2","ACO2",0.106234215476027,0.492500212306188
"TM9SF2","TM9SF2",0.179221926864049,0.262203371710595
"COQ7","COQ7",-0.0220598647035723,0.886974777377386
"TSG101","TSG101",-0.17377643262987,0.259266154579506
"CPNE1","CPNE1",0.0976047883417177,0.533503426510078
"CCT7","CCT7",0.212739965585676,0.165605750545963
"PRMT1","PRMT1",0.2293500795839,0.134241646985406
"ARPC5L","ARPC5L",0.307496633441917,0.0475965480856116
"MACROD1","MACROD1",0.0637554664072053,0.680962619331653
"WDR77","WDR77",0.0462184919116341,0.765770235345292
"APOL2","APOL2",0.292150644580967,0.0936206532214535
"FYCO1","FYCO1",-0.128482456176424,0.405875266666538
"JPH2","JPH2",0.0595628993688267,0.700931951283812
"CORO1B","CORO1B",-0.0895726458543702,0.57267624359102
"TXNDC17","TXNDC17",0.0364565848478601,0.814253835518934
"PLCD4","PLCD4",0.104775786184061,0.498493110772919
"CPPED1","CPPED1",0.176488012479057,0.251790919645003
"VPS25","VPS25",0.0202137896828127,0.89637948637074
"MRPL45","MRPL45",-0.0520820565961373,0.740126091593945
"UQCC2","UQCC2",0.0629939939210701,0.688194851129813
"PELO","PELO",0.0673176456500212,0.664162926931507
"PRXL2A","PRXL2A",-0.103089225415854,0.50546973824269
"ERP44","ERP44",0.0504208646491416,0.745156375884999
"NIPSNAP3B","NIPSNAP3B",0.0708076377957538,0.647859859932095
"AGMAT","AGMAT",-0.061453398373077,0.780591906623652
"TACO1","TACO1",0.03252736223252,0.833975160775284
"HDHD3","HDHD3",0.296889966356626,0.117823354589476
"ESYT1","ESYT1",0.218113767938287,0.154926876730748
"UBAC1","UBAC1",0.109857020538905,0.477776232503772
"COPS4","COPS4",0.0381501945764047,0.805787489190518
"AARSD1","AARSD1",-0.0225177514287743,0.884644424848514
"ANP32E","ANP32E",-0.0238008091983476,0.87811965854609
"TMEM43","TMEM43",0.145052954526995,0.347497467629276
"HGH1","HGH1",0.124785570550094,0.419628180056688
"DHRS4","DHRS4",0.077831857785089,0.637668479150928
"THTPA","THTPA",-0.191137201263527,0.31164115888909
"NDUFAF3","NDUFAF3",0.144218495149458,0.350307769998882
"DOHH","DOHH",-0.0464061570122775,0.770418595865879
"MKNK1","MKNK1",0.185313659473666,0.294058490903423
"TMEM70","TMEM70",0.218400125355554,0.194073620692463
"CHCHD7","CHCHD7",0.0495435511465553,0.749445886530077
"PDCD10","PDCD10",-0.0705697763200797,0.648965955558315
"CCDC28B","CCDC28B",-0.165384412417504,0.382448564097451
"EFHD1","EFHD1",-0.0524560974979964,0.771879076807935
"DDX23","DDX23",-0.229327482644542,0.144039979546197
"APOO","APOO",-0.208689852951613,0.202324169193435
"MRI1","MRI1",-0.156286202224372,0.418170673691221
"ADI1","ADI1",0.168157634485803,0.275223331824424
"MECR","MECR",0.00594187326883594,0.969464781156595
