"","s02_t1_post","s02_t2_post","s03_t1_post","s03_t2_post","s05_t1_post","s05_t2_post","s08_t1_post","s08_t2_post","s11_t1_post","s11_t2_post","s13_t1_post","s13_t2_post","s14_t1_post","s14_t2_post","s15_t1_post","s15_t2_post","s16_t1_post","s16_t2_post","s17_t1_post","s17_t2_post","s18_t1_post","s18_t2_post","s20_t1_post","s20_t2_post","s21_t1_post","s21_t2_post","s22_t1_post","s22_t2_post","s23_t1_post","s23_t2_post","s24_t1_post","s24_t2_post","s25_t1_post","s25_t2_post","s26_t1_post","s26_t2_post","s27_t1_post","s27_t2_post","s28_t1_post","s28_t2_post","s29_t1_post","s29_t2_post","s30_t1_post","s30_t2_post","s31_t1_post","s31_t2_post"
"HLA-B",0.494573662977601,0.0862387037615999,NA,0.1654164475163,0.0991282640696998,0.746594478187999,0.00916236417759997,0.1336071278341,-0.981098349180799,-0.5478218770743,0.288410126084999,0.855543332413401,0.4107883574799,0.4827032619358,-0.156905282631801,-0.9266620811132,0.447640738842701,-0.0899089549587,0.3586633280685,-0.637552494207,0.182986719310799,-0.710707007565,0.386043507167901,-0.243956377291601,0.1108566948974,NA,0.931915410163601,-1.2634382314944,0.9721675289478,-0.4987791564829,0.3065816574575,-0.533850081728598,-0.427729009521199,-0.318451759415399,0.6292616107459,0.1832445951413,0.3903933255071,NA,-0.647082227524001,0.1561809894903,NA,-1.0785523590309,0.8989241812482,-0.489700855978501,-0.141839953080598,-0.410129790409799
"HLA-DRA",-0.3160591389821,0.1266825829521,0.200260840951401,-0.0534523450354989,-0.101229147638399,-0.0130589713879008,0.0692793377965,0.400965055580901,-1.009006053312,-0.531472100383199,-0.498266070728201,0.468692160451699,-0.1141961481009,0.0756300965671013,0.0505835620260999,-0.0447958469576992,-0.1319561938947,-0.2657428701832,0.1714816737092,0.3401218717165,0.1140207089749,0.161433270294101,-0.6274254599412,0.3593424962949,-0.462444840037699,0.5786589595553,-0.267663343922099,-1.1371270785261,-0.298394985661799,-0.980966193767001,0.0499914049396004,-0.345322062716699,0.232259186905399,-1.207972004,0.723779880657901,0.0750232134727007,0.2192128411656,0.3572400278451,-0.2115802179122,0.0304156402907996,-0.0422066328995001,0.1744759379197,-0.0728244939676994,-0.364657421944701,-0.3173726648106,-0.5649312763098
"HLA-DRB1",0.157594867992399,-1.2418187869656,0.323623217296399,0.0711547468128995,-0.408668778492601,-0.3824443137421,0.1409553772067,-0.372952741546699,-0.5028312314994,-0.3198391818338,-0.341594265182501,1.377893864617,-0.1028652180952,-0.2035590800505,0.678535495015399,-0.478643275205899,-0.3652222175779,-0.0976867169657005,-0.103568826536499,NA,-0.304220620526699,-0.174657180777199,0.2151061838549,0.024275946178701,0.4083968938073,0.533029681387699,-0.717374445651599,-0.5546092998365,-0.483802954852999,-0.7108016445916,-0.1673263127437,-0.523859469035299,0.6491602575828,-1.0030888236845,0.415302795154499,-0.0315447088475,0.0387451843589002,0.296055345554,-0.1002870779501,-0.479562536335699,-0.0946459385839997,-0.1076735562299,0.3880066805047,-0.368440270042099,-0.1671816982617,-0.486592750695602
"HBD",-0.210541356928999,0.0783676565853,-0.8704847103883,-1.4806805275468,1.2765875820735,1.4833914528999,-0.0506734706082028,-0.728955939766902,0.2174066515514,-0.194648011326599,-3.5693492097951,-2.8215580315092,-0.0420008826843983,-0.274689858553497,0.212353422331599,-0.1799299173937,-0.825335589980398,-0.6584633099773,0.610899349851202,-0.722391953612501,0.333285832211399,-0.816950485327499,0.4330827152708,0.7632308847096,-0.2595713432524,-0.1321490043093,-0.4320894634917,-0.8535431546191,-1.915254036623,-1.6280357709188,1.6437985010149,0.774743524378202,-0.262277889963698,-0.328914131408499,-1.4763539643383,-1.4539920695068,-0.6050636501966,-0.925687061564298,-0.869220217095201,-0.900534442744299,-0.1830766851192,-0.095512977945198,-0.0596651157067001,-0.739550624200099,-0.280980858060403,-0.552122988083699
"MB",-0.851355576805901,-0.352103182931298,0.100333617602399,-0.127753085248798,-0.168698321148401,-0.168563054133198,-0.102376712780799,-0.167502133761598,0.0407900200181999,-0.2548873160084,0.233968027966597,0.00809703959710006,-0.251115867344197,-0.0773778124777991,-0.324955929683803,-0.0718991193799994,-0.184867353250201,-0.233685264872697,-0.3672237636221,0.266224333604697,-0.478667598346199,-0.271323633818998,-0.0432478322728009,-0.197852629807798,0.0378821660614008,-0.0309431780984006,-0.227294849045798,-0.201290557206498,-0.125619162630102,-0.228925924024299,-0.149686213763697,-0.298346396398802,0.0153918497171013,0.1244287366485,-0.0436701232570975,-0.0399481422149002,-0.044052678150301,-0.674936807858799,0.284143684125802,-0.249232249915902,-0.0728180855598985,-0.3964962137476,0.226456945651801,-0.164096770363301,-0.1524572995767,-0.1473844986721
"COL1A1",1.5718897856176,1.6047541099674,0.962472182165302,1.7322958701034,-1.180890489273,-3.0265008724584,-0.5189343124421,-1.8038133106678,-0.8980764606872,-1.0463932915156,3.01944787001703,0.8830392904073,1.1251657644148,-0.825512448876401,2.5229517703782,1.4828788866615,0.8026946438483,2.3332932858902,0.192102576471699,3.6793611937064,1.291785601301,1.8784962399742,-0.575257278119299,-1.4617723822876,-0.432220123416199,-0.6043092697396,NA,2.7739336836025,2.1424092205816,3.69855821317812,-0.794169552385199,-1.4212064809845,0.8864156242779,1.2548350145928,-1.94690583615345,0.1155514270043,-0.452107552445801,-0.0295435378014002,-0.482990611517799,1.0859032714252,1.1947614942797,0.8957339995242,-0.566218009447301,-0.0243941095630991,-1.5391717732698,NA
"COL3A1",1.86871729992912,NA,NA,NA,NA,NA,NA,NA,-3.18166280918005,-1.359043832092,NA,-0.0434657734854014,NA,-0.633054113159,NA,1.1614210237206,NA,NA,NA,NA,NA,3.65843645420364,-2.3282153986144,-0.962466879389199,-1.7523130647094,-0.961097832409399,NA,NA,NA,2.27354943991534,NA,-0.0955883162453013,NA,NA,NA,0.518003811118399,NA,NA,NA,0.858180774202259,1.72476566077575,NA,-1.3863157502936,NA,NA,NA
"COL4A1",0.5844077766639,1.1723790707543,-0.0622245843649001,0.0548514184421993,-0.411018534919501,-1.6126039674952,0.220845392371,-1.2637348184711,-2.0101540367695,-1.6029721702189,0.618330111412799,-0.1971942725958,-0.2293301579074,-1.1162150594343,-0.3934521837572,0.125232984228202,-0.2972983258143,0.767543567792101,-0.3300240734198,1.4593464891976,-0.193186037635,1.2520216498158,-1.8537622373963,-1.4134303778198,-0.6415560161131,-1.5611601229537,2.4759774308519,1.7204078609341,1.3352270103407,0.818445873283201,-0.6306746314942,0.5031139930854,1.048196348703,-0.225666200777301,0.0363799411232009,-0.1119851266326,-0.9574904841818,-2.0121521763909,0.0651321215884995,0.1375290839208,1.1797822837446,1.3391415134296,-0.7971177084868,-0.456064908120599,-0.859677605514999,0.228810837731899
"CRYAB",-0.671861071469902,-0.194673017007403,-0.122819065143901,0.2996484497781,0.00622120428130302,0.159173882767501,-0.1101907490511,0.3315943129098,0.289909153371401,0.661311812475599,0.184668005506701,0.611684337572701,0.0314544961753995,0.5228776186575,-0.341114727272,0.3777209268492,0.129437857193398,0.205190733118197,0.432264987153001,-0.135218195269303,-0.450184688986202,-0.161668178723698,0.355435643382702,0.0378604672077003,0.1671437488937,0.0636518861009989,0.0407502528378991,-0.326844766732101,-0.150874482554102,-0.00382714771329873,-0.315155194865198,-0.0704233978015019,-0.318818524947702,0.0899538661761987,-0.0907637455870969,0.120928581565,0.347116941124401,0.233095163165398,0.1429955412917,0.3218109178259,-0.175102263298299,-0.1713612531418,0.609422902751401,0.242779030170798,0.180989523359401,0.231438898953598
"KRT14",0.657938058881999,1.9970734343626,-1.3524479127694,2.3541587852616,-0.326868389037601,-1.0304622042484,0.729008207418598,0.418294670900799,0.715174104562701,-0.218537787566801,4.1924274008612,1.7901503002611,0.592595620479202,2.1390261949319,1.0605490543462,2.8145011783484,1.5694250102399,0.228371853845299,2.1036834828447,4.8057110575791,-1.417795182247,-0.910486697196703,3.1169259491358,1.4505626498538,0.0448311351340003,-0.848839643669802,0.2615230877546,1.1374012037775,1.3112521197672,1.4729451552172,0.379806067046299,1.3347406188824,-0.506733887733699,-2.4313881853361,-1.3742365476755,1.3245139215768,1.3017189481128,-0.8696136799831,0.166265564844903,-0.354712836671698,1.1094602497215,3.7273536710843,1.0569200393207,1.522834174732,-0.338860448967701,1.1364621588058
"KRT6A",0.599848840556099,3.0436676836557,-0.422610693262101,2.1901411235726,-3.3974640379154,-0.151911234613701,0.912328506700799,0.0389021256640021,0.6420734389306,-0.700081777805499,4.4832620819677,1.5942246865482,0.461567732023301,1.8704401269427,2.1141329021226,3.2912545172688,0.977061951084,1.2027890635139,2.4702125468411,5.1145382597518,-3.7643383840057,-0.519615888699001,3.2643354165437,2.6147717654948,0.481674752994202,-0.525745692944302,0.0139940442663988,2.1463994447555,1.411893537383,2.2539530943977,0.592482195645001,1.6176958681607,-1.116850133344,-2.1786250034282,-1.9582754445424,1.4240272638419,0.956930797747301,-1.646997363692,0.6318530117984,-0.608828533126299,0.849861281793901,5.2278252085545,0.5360380183813,1.5861851721395,0.239115913494999,1.5952719891884
"LMNA",0.260293375213999,0.143749414174101,-0.0103600568728996,-0.0439101393449004,-0.0809720066545001,0.0618932536917001,-0.0234921045886995,0.00459106546199983,-0.0506080815101999,-0.0609864914375002,0.315605823629701,0.0177160120660993,-0.0599255119408006,0.1123123063349,0.0545626544802005,-0.1091178689309,0.293883642637399,0.136203128195801,-0.139479141549399,-0.00930501972639952,-0.114301672857801,0.0071810075949994,-0.0193866833868999,0.129202654207399,0.0414857236194006,0.0780993777205001,0.1879212125086,-0.233517047676798,0.294431653554099,0.0947833592588996,-0.0167941835152998,-0.6732078446061,0.124526096675101,-0.0939862582510997,0.0594543559925,0.0632702891705996,0.0073333228971002,-0.279163584508799,0.0595760422298,-0.00374679882660089,0.107713241937899,-0.101638852811,0.4267177733339,0.0928603644299013,0.072301438911401,0.3242368161276
"SPTA1",0.356519875738901,0.3841910333639,-0.613242465991199,-0.920328385460099,1.1589095101502,1.2111728502508,-0.0305721121050997,-0.586144911560201,0.154429573765901,-0.232712873637999,-3.1088534273012,-2.7355381375712,-0.0192896679711989,-0.401447794677301,0.0212986703092,-0.424320611075,-0.7196083077885,-0.428442244763101,0.610929886331201,-0.422178642698,0.0746821024866993,-0.558912409540101,0.2297528469031,0.174911926960899,-0.152798667178601,-0.188168228861899,-0.4088471982448,-0.679261406087001,-1.6597160535297,-1.3331712307797,0.751201559562201,0.2115276638716,-0.2369627517038,-0.213359121183601,-1.5847331062906,-1.4591952496685,-0.298041429241199,-0.512588050035399,-0.8915426878022,-0.6700148777455,-0.0949251371370998,0.00686035355480108,0.0233085904115011,-0.671556948696201,-0.0919657220937005,-0.1442030426079
"TNNC2",4.7066237193079,-0.6928273045379,0.6410966866189,0.3726309928843,-1.0023865507279,-0.449649030910198,-1.0830820702656,-0.0723232073963018,-0.283187604098,-0.1063259014906,-0.8941353927182,-0.240042855853201,-1.8639533019445,-0.249664219679399,-0.449692811455799,-0.231583789874502,-0.0642240179240012,-0.0217274742896016,3.9225444174403,0.0816481744375999,-0.481011014649701,-0.081244419808101,0.409066793197999,0.326321593653798,0.537968035913799,0.260195573627502,-0.608072919777701,-0.136664992332999,-0.570434102557401,-0.365430724274301,-1.6730883784904,-0.188248904582601,-0.4376149514066,-0.0993820970572976,0.539674838770701,-0.144570312509298,0.652446784919199,-0.221235010626899,-0.0208222464468992,0.1825543124239,0.4103708514565,-0.366448972510202,-2.7516524191697,-0.0776404537287014,-0.1246813104813,-0.207430321807699
"APOA1",0.4845705361219,0.616366782124901,-0.429837660068998,-0.975631240317901,1.0210635769234,0.641719894370002,-0.373461215152901,-0.916952670978901,0.484706812087897,0.171531517739201,-1.2923908866434,-1.0384190393053,0.207727219865799,0.0687203247788979,0.253700198645198,0.0597586849494007,-0.0850974619982026,-0.3187580588719,0.0741752156658997,-0.8842969950226,0.0931584093981979,-0.1922885431132,-0.1742015255806,0.1918236110366,0.0492832178066003,-0.0891484071809998,0.0258600537427007,-0.581060109485202,-0.7875893568709,-0.335263919757402,0.928117482421699,0.611959130493503,-0.513398382940899,-0.268180454646,-0.934336463711801,-0.962287499155501,-0.426996066841202,-0.873921583983099,-0.412519930019698,-0.0330771522783024,0.00115181382450125,-0.2303603649222,-0.356797008985899,-0.710631663724001,0.352673441495501,0.338835834614899
"APOE",0.0429053629021006,0.8634684182211,-0.3239773542583,-0.5683910740006,0.316491212748,0.0743050346594991,-0.0626270759667999,-0.2134106508119,0.422500190011199,0.3517157790286,-0.579468069754801,-0.686742672108901,-0.328275099561001,0.331754830383,0.141031735357199,-0.5988996427961,-0.0381089220744997,0.2106096799233,-0.0393032067240995,0.5749278210179,0.675460863581701,-0.0437686781507995,0.161836746752199,0.1587775745593,-0.00974672637310015,0.6483352470574,-0.397437928493298,0.1667118135284,-0.2162438972604,0.1121609942993,0.6381638241327,-0.1429296397986,-0.181986819017201,-0.157410445780501,-0.2350347705021,-0.4360314928098,-0.00385810368680062,-0.3023755398295,0.372269178993101,-0.2135653145347,0.0801459654701997,-0.5356907042855,-0.8689344325122,-0.0976953174771999,NA,0.1812384837056
"APOA2",0.0171675018143009,0.533424957082,-0.2805499490911,-0.420212952968999,0.4808974209847,0.480169411741899,-0.3258272305644,-0.519481529377101,0.366355679809001,0.1326846325974,-0.6791744675362,-0.550501785515699,-0.0316369159241994,0.313075251190599,0.3270965711465,-0.0560843949912009,0.335468063339599,0.1937152998744,0.2312713903631,-0.091187726542401,0.3200331149419,-0.1956718712445,0.473546007463101,0.0304076278609013,-0.0729507937148988,-0.0326996114617994,0.1974528377749,-0.8796536469159,-0.481986785042601,-0.0227241654137007,1.0036982077076,0.116548581522601,-0.1666841323018,0.093277333822499,-0.680417207689301,-0.4960807067082,-0.528591284860701,-0.8739951396892,-0.115656440546299,0.0821018680881007,0.0903737814173997,-0.4016340380662,0.0841743282601009,-0.259496037340499,0.2506232703217,-0.3154653953516
"APOC1",NA,0.594399569658499,-0.336420468294701,-0.7179055202865,1.2684734515361,-0.0310519082046987,-0.00938465831529989,-0.157910988149201,1.3190738718945,0.824282094240901,-1.9498655828217,0.325482369180099,0.2638527046043,0.0469519827331002,0.4687592416273,0.00602069439420028,0.2846615767386,-0.0692766022424003,-0.418976822933601,-0.0942018292500002,-0.534714703061599,-0.329544169339799,0.0248015661737,-0.134542962488,-0.323581612784901,-0.7295783592508,-0.3699241000766,-0.615748621913101,-1.1836021163766,-0.397049622473199,0.587663907830899,-0.2507112740991,0.271388032523999,-0.0400316247285009,-0.628823040548401,-0.761618247903201,-0.9976767828572,-0.7446048010366,0.119390377580199,-0.1711241592169,0.4257634016304,0.0817000339048004,-0.5500448241526,-0.1835303506719,1.0712260679167,0.412563314683799
"APOC3",1.85711171621156,NA,-0.78614805756823,-0.11414235709301,0.536732841995502,0.642191115198361,NA,0.0240206075522291,-0.584468791940781,-0.00196055030015962,-1.52949029427648,-1.3918622610193,0.793779001095379,0.363462886061381,-0.31279273943278,NA,0.949315442362831,0.263470047586781,0.49601236301781,-0.792224701113419,1.08090950703872,0.641465487509279,0.27414895348144,1.21390502719289,NA,0.0957933950954395,0.865556942686,-0.2504875880777,-0.520679344447801,NA,1.15054175473321,0.0133020571904989,0.595519735693559,0.0742203758111106,-0.78806588200456,-1.19102699236523,-0.339018010648809,-0.421066030792881,-0.0802397952375991,0.442569461195671,0.35463418731009,-0.255779147905001,0.565346243437689,-1.31217087398576,0.745561032477561,0.2393890044816
"FGA",0.5623449079881,0.8119453052095,-0.6221792380508,-1.2682339767504,1.1522939489024,1.0837936730647,-0.207412630715501,-0.7455557511162,0.491397853186301,0.251292919265499,-1.3069910786676,-1.282644727895,0.6044859772839,0.898259123189201,0.0761616509521996,0.119067212075899,-0.219870382396399,-0.4426503319795,0.205012811180701,-0.322735853890201,0.8131030658689,0.0341539306037006,0.3747448285741,0.5910618180865,0.2298946256309,0.0451668177966997,0.00388410817570062,-0.715032538581699,-0.6698842675089,-1.0576011376923,0.3711333593692,-0.1849087902786,-0.942367903237699,-0.4608314802267,-0.857024942962799,-0.9453330670889,-0.5760258980196,-1.0916108563084,-0.660511452304599,-0.0621534463429008,0.2130518174146,-0.300569468612998,-0.0430727493539997,-0.6220612253539,-0.0168552218437004,-0.0300717776498995
"FGB",0.393392820049399,0.4755640078473,-0.567759793731401,-1.1273425354032,1.0067668924921,0.9007821516199,-0.157434079804201,-0.8187923409881,0.360669087690701,0.096414006892001,-0.9154589581044,-0.6635944149049,0.4195008325198,0.587616079176099,0.215295031077899,0.183670007253701,-0.279726057193601,-0.594491204260001,0.0256387517848005,0.341659574462,0.8204889113645,-0.0750874908175998,0.2862735685743,0.445884762880201,-0.0105753770234998,-0.129033958889501,-0.105780181514401,-0.453068937868,-0.7400887464708,-1.1141365497025,0.389086970992,-0.0811223869468005,-1.0504000254662,-0.5217875940679,-0.857864192532899,-0.8534434515462,-0.6247648944437,-0.8966647565525,-0.313520848346199,-0.124191760492002,0.1645815384624,-0.3624456185608,-0.4583890592319,-0.2608128681594,0.2723148944337,0.000954986438099326
"FGG",0.400327864582001,0.638362477057401,-0.3931544214279,-0.948060957495601,0.914915219880001,0.911419348286699,-0.0904286002015997,-0.550917015194399,0.4948319453731,0.0845277200055001,-0.7453585971565,-0.751659210958501,0.297944232806099,1.0977649576664,0.1586625111308,0.0713224844411009,-0.194976967013501,-0.362681276911101,-0.0793176621995002,0.0464295488848006,1.0323103697202,0.021785848202299,0.4341987915617,0.9996843171285,0.2561067240177,0.1632328143492,-0.0826992686951993,-0.4826216839243,-0.501604027960701,-0.823166104059499,0.4136963890716,0.0210199444789012,-0.764811106509001,-0.869269649042399,-0.5060654126241,-0.6090182284081,-0.3185443459429,-0.944694028555601,-0.545465111792,0.0544146974571991,-0.2662626536136,-0.3187412305333,-0.0614592038898998,-0.5499947484169,-0.0193164209574004,-0.2386012839185
"SLC4A1",0.714639693073201,0.435182095186299,-0.580104111253601,-1.2224216978349,1.21402298892,1.2436660688987,0.221125814131199,-0.303270988699101,0.107719158797499,-0.0896171509374,-3.6900490597903,-2.2792483090497,-0.3063735033898,-0.1856080808911,0.1422699778213,-0.741563568148301,-0.735726172978001,-0.372752089307399,1.0841110748412,-0.0280865366386998,0.1171796233251,-0.7311791091259,0.421694046245602,0.663206401598,-0.4133942179998,0.0359393228828999,-0.4111863816872,-1.3164444322859,-1.9223803639756,-1.612523446076,1.5450313782563,0.359399532371301,-0.374011988361799,-0.731824197466398,-1.1324403249147,-1.2899050066437,-0.0336589473265008,-0.8569906663159,-0.753744797846,-0.606858130357301,-0.0151000690787999,-0.0464278322449001,-0.0894901844092004,-0.829971268759,-0.349559197745,-0.4106712328302
"APCS",-0.314813784760501,0.2538500054051,-0.3725036304235,-0.5388831934523,0.4266605364695,0.185187327106499,-0.0703621851807998,-0.835720669990401,-0.323885655002499,-0.6716733398329,-0.598444467651399,-0.786774603530601,-0.2687381535528,-0.490586945561901,-0.200843205338201,-0.174623356522099,0.086060304733099,-0.106476006321399,0.0703788195742998,0.0333641581612998,0.469338933192299,-0.2953143133383,0.1064990776451,0.0455756969521008,0.0900957090674002,-0.502426666806599,-0.0482431182234002,-0.611634154100001,-0.4702816786666,-0.283606782911599,-0.2724915087387,-1.1746986666311,-0.207590630221201,0.1602736429638,-1.0383498718967,-0.9628790544664,-0.152901142025099,-0.639059513031199,-0.269236594223001,-0.524957953108901,-0.256262110998899,-0.1960290834954,-0.375827333138899,-0.5743782970928,0.436647131072601,0.285869255404101
"C9",-0.3449687712803,NA,-0.673674095482799,-0.8032957094445,0.171054599086201,-0.5649595279161,-0.0271502706393001,-0.0402571485349004,0.463966424701301,-0.175297503641801,-1.8453611289972,NA,-0.0762605837736015,NA,0.7319758361291,0.181068159086301,0.123646682716601,-0.122184335738199,0.455410526007201,NA,-0.103214776984499,-0.281669362240502,-0.671952979653499,-0.645126238382099,1.1445405599194,0.674520162207701,0.9349570115122,-0.5589880937223,-0.484072572782601,-0.0535828913070997,-0.8089459126716,-1.3239864179062,-0.781448553603601,0.6961291327342,-1.0869185109928,-0.5642203702765,-0.698222668304501,NA,NA,NA,0.226651841229199,-0.8028067298461,-0.0577679645610001,0.551404501451399,NA,-0.0255481028608013
"APOH",0.5903974679384,0.4084918593338,-0.2654485277414,-0.3181307502461,0.303124577807202,0.168709431910699,0.4915334711388,-0.791161134173501,0.678875028633099,0.6020171112763,-0.9822569021413,-0.5009169663129,-0.121979817969301,-0.735947008809301,0.2463196617856,-0.00438875070519984,0.3132644754605,0.159015796839,-0.116843725085499,-0.212593370062999,1.6171428723564,0.0791682670046008,-0.3662966785389,-0.0695277959876002,0.273370258337401,-0.739102246609502,0.1544697952052,-0.7373170902544,-0.0987357902900001,0.244053139456099,-0.2550968400052,-0.496637106100399,-0.513590518340999,-0.1024195441881,-1.4123429789618,-1.0984696170189,-0.688172653218901,-0.552958552387,-0.383723941632599,-0.654125707249401,0.496384005221501,-0.7252239304398,-0.150321496360801,-0.466913548902699,0.3179656452703,0.2433656901985
"LRG1",0.301867360456699,0.0432651766166288,-0.294337220624302,-0.553796840914799,NA,-0.4577682088816,0.386142614866699,-0.193726425945901,-0.0322339276607,-0.353970628391849,-1.2925326918115,-1.1158474257737,0.1899042873622,-0.1108585561323,NA,NA,-0.1787888971597,-0.805241516361399,0.1736038996528,NA,1.15258370910155,0.1302610647445,-1.17002724613797,-0.794062653343,NA,0.409708678627601,NA,NA,0.104297203672299,0.4004901817974,-0.7922962262606,-0.586145246675599,-0.339598663846902,0.180205841254001,-1.17699149801141,-0.2102084780231,-1.110718047866,-0.4343925572866,-0.5766150374451,-0.338940327165499,-0.62957293526021,NA,-1.1938399468692,0.375286590315799,-0.201677125215609,0.3740689252524
"FN1",0.6721124988855,0.830557122950401,-0.105300972398402,-0.3116874329646,0.2619490226962,0.335456226185299,-0.188015832152699,-0.5366710085805,0.4456709875135,0.0882505637618003,-0.1307307135034,-0.374134632625299,0.0570183005511993,-0.334162492852499,0.3647343444296,-0.1563680059354,-0.2222131264285,-0.2161866799793,-0.339663929937499,0.287986612631201,0.2024321677247,0.0688392705860004,0.0998967722003989,0.190338407563299,-0.182362913199599,0.1283174855028,-0.0446296220312004,-0.109102986002402,0.3024521571805,0.120095536093601,0.6782013475648,-0.300593456859101,-0.807618279400101,-0.9207284694242,-1.2880253115825,-1.159883545939,-0.411330159500201,-0.656479571631699,-0.477206403752499,-0.0854230590848015,0.0249959004240985,-0.2174957079358,0.202141762883599,0.189576595234199,-0.105463806961399,0.265049652489902
"RBP4",0.000952910366800452,0.461072432655399,-0.468702439687501,-0.847197980186799,0.570424125446999,0.628749894337499,0.0702866004629001,-0.5010055302421,0.1102802461435,0.4234888629659,-0.708617974897001,-0.0887520056162998,0.325638288143399,-0.00388456241419988,0.147354339404,0.0765614933311998,0.3909315394964,0.109009228183002,0.145961473330601,-0.1962682524599,0.302933616920599,-0.546533194489101,-0.37146467594,0.0605604066840009,-0.416143126620399,-0.2745286888563,-0.0178887730287993,-0.8112660610165,-0.380400854826899,0.218863734002099,0.1886178836483,0.174854317724,-0.726876698750401,-0.0991860390802,-0.801334636109999,-0.927051696133301,0.185741807205101,-0.2701758522283,0.269895558263,-0.0133254119143995,-0.351248424220101,-0.2851689083015,-0.648736918080299,-0.1730124156391,0.311303659394099,0.4861610741987
"AMBP",0.480857343176901,0.359981987986,-0.794457456372099,-0.8623738690385,1.4193726390563,0.4964698168863,0.1417211565385,-0.7417575035964,0.755126342065902,0.331627757126,-1.4509569960666,-1.6102215574794,-0.1599273679054,0.3213991102616,0.130676586352601,-0.1226786545227,0.232598483420899,-0.486585264954901,0.0602932699105008,-0.718960605926201,0.1053890086457,-0.5420299652137,0.597609846930899,0.1349719093633,-0.1296487954752,-0.2819821696639,0.3014023896956,-0.371129976101701,-0.9010635752129,-0.1730429334132,0.5690073586326,0.3024027271746,-0.3946745063077,-0.352413810672301,-0.7241036144161,-1.0251037456891,-0.576471587348099,NA,-0.4347066715843,-0.6610031318548,-0.0073840308940003,-0.1593061145183,-0.0673285643603005,0.0515207143197003,-0.5008781683888,0.4455028672004
"ORM1",0.0592797464170012,0.1975235652628,-0.2102080817687,-0.446029648403,0.424295063980299,-0.175207575263698,0.460578431139599,0.0154620035945001,0.161963625338698,-0.00296096595849882,-1.0075764755789,-0.478352908199399,0.0207816828457013,-0.1496642748832,0.216726277397001,-0.1602662666296,0.4317006608062,0.303502392496199,0.952980892217198,-0.471726206849,0.5246248795744,-0.123740605107102,-0.5131360604015,-0.112238913238301,1.0315266400824,1.188212535545,0.326970693966899,0.0204767058616007,-0.222675508476801,0.0195435577970997,-0.423162704030599,-1.0932702253665,-0.605428809920301,-0.589240525518299,-0.270934752725502,-0.451190289228698,0.0445624988290998,-0.445562158034599,-0.0624258375815998,0.166145844116501,-0.1059931542969,-0.4930230580852,-0.301765897348499,0.335655114443398,0.308706624063998,0.404784915882701
"AHSG",0.0361929421185003,0.6150084145163,-0.1298659921123,-0.595418161589199,0.3975229130162,0.122532362362699,0.0674765421331998,-0.7101093375154,0.4378569570013,0.1664184557483,-0.6249788334318,-0.106112128430199,0.1004344078043,-0.113894059720899,0.5121363029993,0.546513739043499,0.373087252626901,-0.0104108326970991,0.407561324452999,0.195990389364999,0.157011037293699,-0.162650972969601,-0.0703014258949999,-0.0494427383080005,0.0824378091571987,-0.1784966573356,0.1780340344158,-0.196431616071299,-0.105681168135099,0.220879586705799,0.2582100986392,0.0119580461281998,-0.3158268814351,-0.0972373397341997,-0.6347092317709,-0.8259963880719,-0.0547258454952999,-0.363023016723201,-0.0789554396829999,-0.167987298442,0.275548152165999,-0.3455121489952,-0.370500612411199,-0.141204127536701,0.558713131493899,0.679640922068501
"TTR",-0.5316257662138,0.720967497295,-0.516365577869099,-0.333352342294299,0.267371982897801,0.231794332744199,0.0572124918372001,-0.4859548108944,0.5277487422515,0.208696810569501,-0.471150066972301,0.676691458314101,0.2837363705396,-0.00286786327809985,0.388879080243699,0.571622267564299,0.517281423265201,0.1605463361829,0.565620223941499,-0.111541667905701,0.1651545541412,-0.461616526212399,0.4331608925929,-0.0318828391833996,0.267125299693401,-0.4566525919314,0.444983308460399,-0.317914041036099,-0.3360549071542,-0.0438669110976999,0.0510537545650998,0.303201741908602,-0.555533822427901,0.0946325918932001,-0.9198117925226,-0.331585385076599,-0.0608715993071005,-0.292656130773999,0.121224753201901,-0.2076879264576,-0.0611344014136002,-0.1926130451508,0.1442912408786,-0.0382283453719996,0.523644584601401,0.2987724637733
"ALB",-0.103945895084799,0.389333257431101,-0.426341664271099,-0.499734846845701,0.306329999853801,0.163067735686099,0.0486892614101997,-0.443678663082899,0.325921718960899,0.077153806879199,-0.6567525819347,-0.160335324239799,0.254863199643399,0.0980271182795995,0.344511283020498,0.112640198662199,0.237593489353802,0.0284616016893011,0.318441477364601,-0.00155690769370054,0.220711394116602,-0.0730491209611976,-0.0835117024865006,0.0756266550272002,0.376662220238401,0.0843677484698979,0.430641950831401,0.109101184241897,-0.0937797211429974,0.178234911532499,0.660769793603698,0.0678986006352993,-0.444039768920199,-0.3065418217051,-0.294017980458602,-0.380043802555498,-0.198228053753301,-0.531317267338601,0.1966680794465,0.141596508773503,-0.1593715198856,-0.218352138565901,-0.327670683751798,-0.120162724274699,0.449262887515001,0.326661733988999
